#                                                                                            --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                     accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                             ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
HWI-ST185:476:D28N0ACXX:7:2316:18798:17045_1_93_+  -          2-Hacid_dh_C         PF02826.17   4.3e-05   28.7   0.1   4.5e-05   28.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:4062:48644_1_93_+   -          2-Hacid_dh_C         PF02826.17   4.5e-05   28.7   1.0   4.5e-05   28.7   1.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:6837:85868_1_93_+   -          2-Hacid_dh_C         PF02826.17   4.6e-05   28.7   0.0   4.6e-05   28.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:12088:99991_1_93_+  -          2-Hacid_dh_C         PF02826.17   4.7e-05   28.6   0.1   4.7e-05   28.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:14858:7800_1_93_+   -          2-Hacid_dh_C         PF02826.17   4.8e-05   28.6   0.1   4.8e-05   28.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:14985:8534_1_93_+   -          2-Hacid_dh_C         PF02826.17     5e-05   28.6   0.0   5.1e-05   28.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:3212:86455_1_93_-   -          2-Hacid_dh_C         PF02826.17     5e-05   28.5   0.1     5e-05   28.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:17653:94996_1_93_+  -          2-Hacid_dh_C         PF02826.17   5.1e-05   28.5   0.1   5.2e-05   28.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:5006:37367_1_93_-   -          2-Hacid_dh_C         PF02826.17   5.4e-05   28.4   0.0   5.5e-05   28.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:5249:69332_1_93_-   -          2-Hacid_dh_C         PF02826.17   5.6e-05   28.4   0.6   6.1e-05   28.3   0.6   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:1332:94238_1_93_+   -          2-Hacid_dh_C         PF02826.17   5.7e-05   28.4   0.1   5.9e-05   28.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:19588:100270_1_93_- -          2-Hacid_dh_C         PF02826.17   5.9e-05   28.3   0.0   5.9e-05   28.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:7581:92161_1_93_-   -          2-Hacid_dh_C         PF02826.17   6.4e-05   28.2   0.0   6.4e-05   28.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17312:5306_1_93_-   -          2-Hacid_dh_C         PF02826.17     7e-05   28.1   0.0     7e-05   28.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:1873:12539_1_93_-   -          2-Hacid_dh_C         PF02826.17   7.7e-05   27.9   0.1   7.9e-05   27.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:7410:95809_1_93_+   -          2-Hacid_dh_C         PF02826.17     8e-05   27.9   0.0     8e-05   27.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17126:66543_1_93_+  -          2-Hacid_dh_C         PF02826.17     8e-05   27.9   1.5   8.2e-05   27.9   1.5   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:16392:71578_1_93_-  -          2-Hacid_dh_C         PF02826.17   8.2e-05   27.8   1.5   8.4e-05   27.8   1.5   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:7090:45604_1_93_-   -          2-Hacid_dh_C         PF02826.17    0.0001   27.5   0.4   0.00011   27.5   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:18983:34082_1_93_-  -          2-Hacid_dh_C         PF02826.17   0.00011   27.4   0.0   0.00012   27.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:11947:71002_1_93_-  -          2-Hacid_dh_C         PF02826.17   0.00012   27.3   0.0   0.00012   27.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:14938:58797_1_93_-  -          2-Hacid_dh_C         PF02826.17   0.00012   27.3   0.4   0.00012   27.3   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18920:88474_1_93_-  -          2-Hacid_dh_C         PF02826.17   0.00012   27.3   1.2   0.00012   27.3   1.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:4731:44453_1_93_-   -          2-Hacid_dh_C         PF02826.17   0.00012   27.3   0.0   0.00013   27.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9060:7802_1_89_+    -          2-Hacid_dh_C         PF02826.17   0.00015   27.0   0.0   0.00016   26.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:15395:46478_1_93_+  -          2-Hacid_dh_C         PF02826.17   0.00015   27.0   0.2   0.00016   26.9   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:3551:58072_1_93_-   -          2-Hacid_dh_C         PF02826.17   0.00016   26.9   0.0   0.00016   26.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:5392:10162_1_93_-   -          2-Hacid_dh_C         PF02826.17   0.00018   26.7   0.0   0.00019   26.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:12529:32184_1_93_+  -          2-Hacid_dh_C         PF02826.17   0.00019   26.7   0.2   0.00019   26.7   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:12630:4418_1_93_+   -          2-Hacid_dh_C         PF02826.17    0.0002   26.6   0.0    0.0002   26.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:4525:83025_1_93_+   -          2-Hacid_dh_C         PF02826.17    0.0002   26.6   0.1    0.0002   26.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:5128:52818_1_93_+   -          2-Hacid_dh_C         PF02826.17   0.00021   26.5   0.1   0.00022   26.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:3648:57974_1_93_-   -          2-Hacid_dh_C         PF02826.17   0.00022   26.5   0.0   0.00022   26.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:16022:74007_1_93_+  -          2-Hacid_dh_C         PF02826.17   0.00022   26.4   0.3   0.00022   26.4   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:12432:76622_1_93_-  -          2-Hacid_dh_C         PF02826.17   0.00024   26.4   0.0   0.00024   26.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:2351:83562_1_93_-   -          2-Hacid_dh_C         PF02826.17   0.00025   26.3   0.0   0.00025   26.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:11234:7057_1_93_+   -          2-Hacid_dh_C         PF02826.17   0.00027   26.1   0.2   0.00027   26.1   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:17779:30318_1_81_+  -          2-Hacid_dh_C         PF02826.17   0.00028   26.1   0.1   0.00028   26.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:4996:50884_1_93_+   -          2-Hacid_dh_C         PF02826.17    0.0003   26.0   0.1   0.00032   25.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:2220:66345_1_93_-   -          2-Hacid_dh_C         PF02826.17   0.00032   25.9   0.1   0.00032   25.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:11175:89343_1_93_+  -          2-Hacid_dh_C         PF02826.17   0.00032   25.9   0.0   0.00032   25.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:3509:30056_1_93_+   -          2-Hacid_dh_C         PF02826.17   0.00034   25.8   0.1   0.00034   25.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:11858:85318_1_93_+  -          2-Hacid_dh_C         PF02826.17   0.00035   25.8   0.0   0.00036   25.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:9618:93026_1_93_-   -          2-Hacid_dh_C         PF02826.17   0.00039   25.6   0.0    0.0004   25.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9141:27446_1_93_+   -          2-Hacid_dh_C         PF02826.17   0.00042   25.5   0.0   0.00042   25.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:4999:50948_1_93_-   -          2-Hacid_dh_C         PF02826.17   0.00044   25.5   0.0   0.00046   25.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:20589:46092_1_93_+  -          2-Hacid_dh_C         PF02826.17   0.00048   25.3   0.0    0.0005   25.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:1933:10405_1_93_+   -          2-Hacid_dh_C         PF02826.17   0.00051   25.3   0.0   0.00051   25.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9304:25691_1_93_+   -          2-Hacid_dh_C         PF02826.17   0.00055   25.2   0.1   0.00055   25.2   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:1764:32539_1_93_-  -          5_nucleotid_C        PF02872.16   0.00058   25.9   0.0   0.00059   25.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13298:57661_1_93_- -          5_nucleotid_C        PF02872.16    0.0024   23.9   0.0    0.0024   23.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:4129:94681_1_93_-  -          5_nucleotid_C        PF02872.16    0.0027   23.7   0.1    0.0029   23.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:8415:86294_1_93_+  -          5_nucleotid_C        PF02872.16    0.0028   23.7   0.0    0.0028   23.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:4228:56503_1_93_-   -          ABC_tran             PF00005.25   5.2e-09   42.5   0.0   5.4e-09   42.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:16138:60105_1_93_-  -          ABC_tran             PF00005.25     8e-09   41.9   0.0   8.7e-09   41.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:18843:87076_1_93_-  -          ABC_tran             PF00005.25   8.5e-09   41.8   0.0   8.6e-09   41.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:12386:11292_1_93_+  -          ABC_tran             PF00005.25   8.5e-09   41.8   0.0   8.7e-09   41.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:7284:77674_1_93_+   -          ABC_tran             PF00005.25   9.5e-09   41.7   0.0   9.8e-09   41.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:19850:55347_1_93_+  -          ABC_tran             PF00005.25   9.7e-09   41.7   0.0     1e-08   41.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18750:16886_1_93_+  -          ABC_tran             PF00005.25   9.9e-09   41.6   0.0     1e-08   41.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:18185:76915_1_93_+  -          ABC_tran             PF00005.25     1e-08   41.6   0.0     1e-08   41.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:2830:85562_1_93_+   -          ABC_tran             PF00005.25   1.1e-08   41.5   0.2   1.1e-08   41.5   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:3628:1868_1_93_-    -          ABC_tran             PF00005.25   1.1e-08   41.5   0.0   1.1e-08   41.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:2855:82911_1_93_-   -          ABC_tran             PF00005.25   1.3e-08   41.2   0.0   1.3e-08   41.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:19571:40571_1_93_-  -          ABC_tran             PF00005.25   1.4e-08   41.1   0.0   1.5e-08   41.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:12613:44091_1_93_-  -          ABC_tran             PF00005.25   1.5e-08   41.1   0.0   1.5e-08   41.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:7239:8500_1_93_-    -          ABC_tran             PF00005.25   1.8e-08   40.8   0.2   1.8e-08   40.8   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:8809:19268_1_93_+   -          ABC_tran             PF00005.25   1.8e-08   40.8   0.0   1.8e-08   40.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:11577:78540_1_93_-  -          ABC_tran             PF00005.25   1.8e-08   40.7   0.0   1.9e-08   40.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:2664:77928_1_93_+   -          ABC_tran             PF00005.25   1.9e-08   40.7   0.0   1.9e-08   40.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:8705:99947_1_93_-   -          ABC_tran             PF00005.25     2e-08   40.7   0.1     2e-08   40.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:16817:72636_1_93_-  -          ABC_tran             PF00005.25     2e-08   40.6   0.0   2.1e-08   40.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:16513:60233_1_93_+  -          ABC_tran             PF00005.25   2.1e-08   40.5   0.1   2.2e-08   40.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:13837:91249_1_93_-  -          ABC_tran             PF00005.25   2.2e-08   40.5   0.0   2.2e-08   40.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:14027:72061_1_93_-  -          ABC_tran             PF00005.25   2.4e-08   40.4   0.0   2.5e-08   40.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:1329:82763_1_93_+   -          ABC_tran             PF00005.25   2.5e-08   40.3   0.1   2.5e-08   40.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:6123:61457_1_93_+   -          ABC_tran             PF00005.25   2.5e-08   40.3   0.1   2.6e-08   40.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:16796:85924_1_93_-  -          ABC_tran             PF00005.25   2.6e-08   40.3   0.0   2.7e-08   40.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:6336:67412_1_93_-   -          ABC_tran             PF00005.25     3e-08   40.1   0.1   3.1e-08   40.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9902:50175_1_93_-   -          ABC_tran             PF00005.25     3e-08   40.1   0.1   3.1e-08   40.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:15439:70076_1_93_+  -          ABC_tran             PF00005.25   3.1e-08   40.0   0.1   3.1e-08   40.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:17444:72796_1_93_-  -          ABC_tran             PF00005.25   3.2e-08   40.0   0.1   3.2e-08   40.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:3139:3250_1_93_+    -          ABC_tran             PF00005.25   3.4e-08   39.9   0.0   3.5e-08   39.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19261:25644_1_93_+  -          ABC_tran             PF00005.25   3.7e-08   39.8   0.0   3.8e-08   39.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:6701:3741_1_93_-    -          ABC_tran             PF00005.25   3.8e-08   39.7   0.0   3.8e-08   39.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:13174:26463_1_93_+  -          ABC_tran             PF00005.25     4e-08   39.6   0.0   4.2e-08   39.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:18687:9903_1_93_+   -          ABC_tran             PF00005.25   4.1e-08   39.6   0.4   4.2e-08   39.6   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:16043:68609_1_93_+  -          ABC_tran             PF00005.25   4.1e-08   39.6   0.0   4.1e-08   39.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:14216:44056_1_93_-  -          ABC_tran             PF00005.25   4.1e-08   39.6   0.0   4.1e-08   39.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:15324:71856_1_93_-  -          ABC_tran             PF00005.25   4.3e-08   39.6   0.0   4.4e-08   39.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:11879:95327_1_93_+  -          ABC_tran             PF00005.25   4.5e-08   39.5   0.0   4.6e-08   39.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:18127:70633_1_93_+  -          ABC_tran             PF00005.25   4.6e-08   39.5   0.0   4.6e-08   39.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:6441:58339_1_93_-   -          ABC_tran             PF00005.25   4.8e-08   39.4   0.0     5e-08   39.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:11917:76450_1_93_-  -          ABC_tran             PF00005.25     5e-08   39.3   0.0   5.1e-08   39.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:1992:52042_1_93_+   -          ABC_tran             PF00005.25   5.2e-08   39.3   0.1   5.4e-08   39.2   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:7869:78812_1_93_+   -          ABC_tran             PF00005.25   5.2e-08   39.3   0.0   5.4e-08   39.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:20013:51338_1_93_+  -          ABC_tran             PF00005.25   5.4e-08   39.2   0.0   5.5e-08   39.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:18632:89420_1_93_+  -          ABC_tran             PF00005.25   5.8e-08   39.1   0.0   5.8e-08   39.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:13314:17891_1_93_+  -          ABC_tran             PF00005.25   5.9e-08   39.1   0.0   5.9e-08   39.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:3226:42431_1_93_+   -          ABC_tran             PF00005.25   6.2e-08   39.0   0.1   6.4e-08   39.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:8924:19455_1_93_-   -          ABC_tran             PF00005.25   6.8e-08   38.9   0.1   6.8e-08   38.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:9299:81256_1_93_-   -          ABC_tran             PF00005.25   7.2e-08   38.8   0.0   7.4e-08   38.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:6949:44160_1_93_+   -          ABC_tran             PF00005.25   8.2e-08   38.6   0.2   8.3e-08   38.6   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:11781:86867_1_93_-  -          ABC_tran             PF00005.25   9.2e-08   38.5   0.2   9.2e-08   38.5   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:11460:11524_1_93_+  -          ABC_tran             PF00005.25     1e-07   38.4   0.1     1e-07   38.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:15956:71624_1_93_-  -          ABC_tran             PF00005.25     1e-07   38.3   0.3   1.1e-07   38.3   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:4138:50943_1_93_+   -          ABC_tran             PF00005.25   1.1e-07   38.3   0.3   1.1e-07   38.3   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:14443:53635_1_93_-  -          ABC_tran             PF00005.25   1.1e-07   38.2   0.0   1.1e-07   38.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19797:26052_1_93_+  -          ABC_tran             PF00005.25   1.1e-07   38.2   0.3   1.2e-07   38.2   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:16330:53857_1_93_-  -          ABC_tran             PF00005.25   1.1e-07   38.2   0.2   1.1e-07   38.2   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19290:57036_1_93_+  -          ABC_tran             PF00005.25   1.2e-07   38.2   0.1   1.2e-07   38.2   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:15470:69890_1_93_+  -          ABC_tran             PF00005.25   1.2e-07   38.1   0.0   1.2e-07   38.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:20196:48143_1_93_+  -          ABC_tran             PF00005.25   1.2e-07   38.1   0.0   1.2e-07   38.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:19610:96921_1_93_-  -          ABC_tran             PF00005.25   1.2e-07   38.1   0.0   1.2e-07   38.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:6491:24748_1_93_+   -          ABC_tran             PF00005.25   1.2e-07   38.1   0.1   1.2e-07   38.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:10149:6032_1_93_-   -          ABC_tran             PF00005.25   1.3e-07   38.0   0.0   1.4e-07   37.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:14483:79968_1_93_-  -          ABC_tran             PF00005.25   1.5e-07   37.8   0.1   1.5e-07   37.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19796:81189_1_93_-  -          ABC_tran             PF00005.25   1.5e-07   37.8   0.0   1.5e-07   37.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:10084:36142_1_93_+  -          ABC_tran             PF00005.25   1.5e-07   37.8   0.0   1.5e-07   37.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:20378:24992_1_93_-  -          ABC_tran             PF00005.25   1.5e-07   37.8   0.0   1.6e-07   37.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:11954:99278_1_93_+  -          ABC_tran             PF00005.25   1.5e-07   37.8   0.1   1.5e-07   37.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13634:22199_1_93_-  -          ABC_tran             PF00005.25   1.6e-07   37.7   0.0   1.6e-07   37.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:19757:70490_1_93_-  -          ABC_tran             PF00005.25   1.6e-07   37.7   0.1   1.6e-07   37.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:6418:39489_1_93_-   -          ABC_tran             PF00005.25   1.6e-07   37.7   0.5   1.6e-07   37.7   0.5   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:5135:68075_1_93_-   -          ABC_tran             PF00005.25   1.6e-07   37.7   0.0   1.6e-07   37.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:9914:60460_1_93_-   -          ABC_tran             PF00005.25   1.6e-07   37.7   0.0   1.7e-07   37.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:7709:58915_1_93_-   -          ABC_tran             PF00005.25   1.7e-07   37.7   0.1   1.7e-07   37.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:19806:42424_1_93_-  -          ABC_tran             PF00005.25   1.7e-07   37.6   0.1   1.7e-07   37.6   0.1   1.0   1   0   0   1   1   1   1 -
