GenomeID	Sp	Guild	MEBS_SS	Comp_mean	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24-26	P27	P28	P29
GCF_000243135.2	Desulfitobacterium dichloroeliminans LMG P-21439	SRB/SR	5.278	68.1	33.3	30	0	76.5	65	55	77.8	100	80	50	41.4	100	66.7	100	71.4	37.5	75	85.7	85.7	57.1	0	57.1	72.7	100	100	100	58.3
GCF_000023885.1	Slackia heliotrinireducens DSM 20476	Sur	5.271	64.1	55.6	10	50	64.7	50	60	77.8	100	80	35	37.9	0	66.7	100	64.3	43.8	83.3	85.7	85.7	28.6	0	57.1	63.6	100	100	100	58.3
GCF_000190635.1	Syntrophobotulus glycolicus DSM 8271	SRB/SR	5.258	65.8	33.3	10	0	70.6	60	55	66.7	100	80	60	37.9	100	66.7	100	64.3	43.8	58.3	71.4	85.7	57.1	0	57.1	72.7	100	100	100	58.3
GCF_000020865.1	Edwardsiella tarda EIB202	Sur	5.203	72	55.6	40	100	76.5	65	60	77.8	100	80	60	48.3	100	33.3	100	64.3	37.5	83.3	85.7	85.7	71.4	0	42.9	63.6	100	100	100	58.3
GCF_000067165.1	Sorangium cellulosum So ce56	Sur	5.114	76.6	66.7	50	100	70.6	55	60	66.7	100	100	60	41.4	100	100	100	57.1	56.2	91.7	100	71.4	57.1	0	85.7	72.7	100	100	100	58.3
GCF_000199675.1	Anaerolinea thermophila UNI-1	Sur	5.095	58.5	55.6	30	100	52.9	50	40	77.8	0	80	30	34.5	0	100	100	64.3	37.5	41.7	28.6	85.7	28.6	0	28.6	72.7	100	100	100	58.3
GCF_000236585.1	Thermus sp. CCB_US3_UF1	Sur	5.035	63.5	88.9	60	100	52.9	55	35	66.7	0	80	40	48.3	0	66.7	100	57.1	37.5	83.3	85.7	71.4	42.9	0	57.1	54.5	100	100	100	58.3
GCF_000828975.1	Burkholderiales bacterium GJ-E10	Sur	4.946	69.6	33.3	30	100	76.5	65	55	77.8	100	80	55	41.4	0	66.7	100	50	43.8	83.3	100	85.7	71.4	0	71.4	72.7	100	100	100	58.3
GCF_000010045.1	Desulfitobacterium hafniense Y51	SRB/SR	4.813	71.3	33.3	20	50	76.5	65	60	77.8	100	80	60	41.4	100	66.7	100	71.4	43.8	91.7	100	85.7	57.1	0	57.1	72.7	100	100	100	58.3
GCF_000015585.1	Halorhodospira halophila SL1	PSB	4.793	69.6	33.3	60	100	70.6	65	50	77.8	100	80	60	58.6	0	33.3	100	57.1	43.8	83.3	100	85.7	71.4	0	57.1	72.7	100	100	100	58.3
GCF_000196535.1	Mobiluncus curtisii ATCC 43063	Sur	4.782	54.3	44.4	10	0	41.2	50	40	66.7	100	60	40	27.6	0	33.3	100	57.1	31.2	50	42.9	85.7	28.6	0	42.9	63.6	100	100	100	58.3
GCF_001011055.1	Edwardsiella tarda	Sur	4.778	74.1	55.6	50	100	76.5	65	60	77.8	100	80	60	48.3	100	66.7	100	64.3	43.8	83.3	85.7	85.7	71.4	0	42.9	72.7	100	100	100	58.3
GCF_000166075.1	Geobacillus sp. Y4.1MC1	Sur	4.774	69.8	77.8	50	0	70.6	55	50	77.8	100	100	60	37.9	0	100	100	57.1	50	83.3	85.7	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000008125.1	Thermus thermophilus HB27	Sur	4.708	64.8	88.9	60	100	47.1	55	35	66.7	0	100	40	51.7	0	100	100	57.1	37.5	83.3	85.7	71.4	57.1	0	28.6	54.5	100	100	100	58.3
GCF_000012925.1	Geobacter metallireducens GS-15	Sur	4.556	68.7	44.4	40	50	76.5	65	60	77.8	100	80	65	37.9	0	66.7	100	57.1	50	91.7	100	85.7	42.9	0	71.4	72.7	100	100	100	58.3
GCF_001644685.1	Methylomonas sp. DH-1	NS	4.516	65.4	44.4	60	100	58.8	50	45	66.7	100	80	70	44.8	0	66.7	100	57.1	37.5	41.7	28.6	85.7	71.4	0	57.1	72.7	100	100	100	58.3
GCF_000612505.1	Paenibacillus sabinae T27	NS	4.504	72.1	77.8	50	100	64.7	50	45	77.8	100	100	65	37.9	100	100	100	64.3	50	58.3	42.9	71.4	57.1	0	57.1	63.6	100	100	100	58.3
GCF_000756615.1	Paenibacillus durus	NS	4.444	70.1	88.9	50	100	64.7	50	45	77.8	100	100	65	44.8	0	100	100	50	43.8	75	85.7	71.4	57.1	0	42.9	63.6	100	100	100	58.3
GCF_000143165.1	Dehalogenimonas lykanthroporepellens BL-DC-9	NS	4.434	66.6	44.4	30	100	64.7	60	55	66.7	100	80	50	44.8	0	66.7	100	57.1	43.8	50	71.4	85.7	57.1	0	71.4	72.7	100	100	100	58.3
GCF_000243155.2	Desulfitobacterium dehalogenans ATCC 51507	SRB/SR	4.386	70.8	55.6	20	50	70.6	65	50	77.8	100	80	60	48.3	100	66.7	100	64.3	37.5	91.7	100	85.7	57.1	0	42.9	72.7	100	100	100	58.3
GCF_000242455.2	Singulisphaera acidiphila DSM 18658	NS	4.37	74.8	88.9	30	100	64.7	55	55	66.7	100	100	70	41.4	100	100	100	64.3	56.2	75	85.7	71.4	42.9	0	71.4	72.7	100	100	100	58.3
GCF_000018625.1	Salmonella enterica subsp. arizonae serovar 62:z4.z23:-	NS	4.356	76.8	55.6	50	100	76.5	65	60	77.8	100	100	70	48.3	100	100	100	64.3	50	83.3	85.7	85.7	71.4	0	42.9	81.8	100	100	100	58.3
GCF_000018345.1	Mycobacterium marinum M	NS	4.267	72.9	77.8	30	100	70.6	55	55	66.7	100	80	70	37.9	0	100	100	57.1	68.8	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	58.3
GCF_000418325.1	Sorangium cellulosum So0157-2	NS	4.223	76.4	77.8	50	100	70.6	55	55	66.7	100	100	60	37.9	100	100	100	64.3	56.2	91.7	100	71.4	42.9	0	85.7	72.7	100	100	100	58.3
GCF_000252995.1	Salmonella bongori NCTC 12419	NS	4.18	76.6	55.6	30	100	76.5	65	60	77.8	100	100	70	48.3	100	100	100	64.3	50	83.3	85.7	85.7	71.4	0	57.1	81.8	100	100	100	58.3
GCF_000204115.1	Aeromonas veronii B565	NS	4.142	70.9	55.6	40	100	76.5	60	60	77.8	100	100	65	48.3	0	66.7	100	57.1	43.8	75	85.7	85.7	71.4	0	57.1	72.7	100	100	100	58.3
GCF_000006945.1	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	NS	4.036	76.8	55.6	30	100	76.5	65	60	77.8	100	100	70	48.3	100	100	100	71.4	50	83.3	85.7	85.7	71.4	0	57.1	81.8	100	100	100	58.3
GCF_000014005.1	Candidatus Koribacter versatilis Ellin345	NS	4.029	66.1	55.6	40	100	70.6	60	55	77.8	100	80	50	41.4	0	33.3	100	50	43.8	75	85.7	71.4	42.9	0	71.4	54.5	100	100	100	58.3
GCF_000304315.1	Methylocystis sp. SC2	NS	3.983	70.5	55.6	70	100	76.5	55	55	77.8	100	80	65	37.9	0	66.7	100	57.1	43.8	83.3	100	85.7	42.9	0	71.4	63.6	100	100	100	58.3
GCF_000993825.1	Paenibacillus durus ATCC 35681	NS	3.958	73.9	77.8	50	100	64.7	50	45	77.8	100	100	65	37.9	100	100	100	64.3	50	66.7	71.4	71.4	57.1	0	71.4	63.6	100	100	100	58.3
GCF_000012425.1	Dechloromonas aromatica RCB	NS	3.941	74.9	55.6	60	100	70.6	55	55	77.8	100	100	65	51.7	0	100	100	57.1	87.5	91.7	100	85.7	57.1	0	71.4	72.7	100	100	100	58.3
GCF_000349945.1	Azoarcus sp. KH32C	NS	3.78	72	55.6	60	100	70.6	55	55	77.8	100	80	60	48.3	0	66.7	100	57.1	56.2	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	58.3
GCF_000262305.1	Shimwellia blattae DSM 4481 = NBRC 105725	NS	3.766	77.9	55.6	40	100	76.5	65	60	77.8	100	100	70	48.3	100	100	100	64.3	50	83.3	85.7	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_000014805.1	Aeromonas hydrophila subsp. hydrophila ATCC 7966	NS	3.697	71.7	55.6	40	100	76.5	60	60	77.8	100	100	70	48.3	0	66.7	100	57.1	43.8	83.3	85.7	85.7	71.4	0	57.1	81.8	100	100	100	58.3
GCF_000214665.1	Methylomonas methanica MC09	NS	3.651	67.7	44.4	60	100	58.8	50	40	66.7	100	80	60	41.4	0	66.7	100	57.1	50	66.7	71.4	85.7	71.4	0	71.4	63.6	100	100	100	58.3
GCF_000967305.2	Alcaligenes faecalis	NS	3.582	74.7	77.8	50	100	64.7	55	40	77.8	100	100	65	44.8	0	100	100	57.1	81.2	83.3	100	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000019185.1	Shewanella halifaxensis HAW-EB4	NS	3.559	75.8	66.7	40	100	70.6	65	55	77.8	100	80	65	51.7	100	66.7	100	64.3	43.8	91.7	100	85.7	71.4	0	71.4	72.7	100	100	100	58.3
GCF_000021765.1	Thauera sp. MZ1T	NS	3.55	73.6	44.4	60	100	64.7	60	50	77.8	100	100	60	44.8	0	100	100	57.1	87.5	91.7	100	85.7	42.9	0	85.7	63.6	100	100	100	58.3
GCF_000019365.1	Methylobacterium sp. 4-46	NS	3.514	78.6	55.6	60	100	76.5	60	55	77.8	100	100	65	58.6	100	100	100	71.4	62.5	91.7	100	85.7	42.9	0	85.7	72.7	100	100	100	58.3
GCF_000014045.1	Roseobacter denitrificans OCh 114	NS	3.43	78.2	77.8	60	100	58.8	55	40	77.8	100	100	50	62.1	100	100	100	71.4	56.2	100	100	85.7	57.1	0	85.7	72.7	100	100	100	58.3
GCF_001190925.1	Azoarcus sp. CIB	NS	3.426	72.7	44.4	50	100	64.7	60	50	77.8	100	100	65	44.8	0	100	100	57.1	56.2	91.7	100	85.7	42.9	0	85.7	72.7	100	100	100	58.3
GCF_000236665.1	Dechlorosoma suillum PS	NS	3.415	72.4	44.4	50	100	64.7	55	50	77.8	100	100	60	48.3	0	100	100	57.1	56.2	91.7	100	85.7	57.1	0	71.4	72.7	100	100	100	58.3
GCF_000818015.1	Pseudomonas balearica DSM 6083	NS	3.372	74	44.4	50	100	70.6	65	50	66.7	100	100	65	44.8	0	100	100	57.1	56.2	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_000284255.1	Rubrivivax gelatinosus IL144	NS	3.35	77.2	44.4	60	100	70.6	55	50	77.8	100	100	60	55.2	100	100	100	71.4	50	100	100	85.7	57.1	0	71.4	72.7	100	100	100	58.3
GCF_000243075.1	Oceanimonas sp. GK1	NS	3.333	72.6	55.6	50	100	76.5	60	55	77.8	100	100	70	48.3	0	66.7	100	57.1	43.8	75	85.7	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_000184685.1	Intrasporangium calvum DSM 43043	NS	3.257	72.6	55.6	40	100	70.6	65	50	77.8	100	100	55	41.4	0	100	100	57.1	56.2	91.7	100	85.7	57.1	0	71.4	72.7	100	100	100	58.3
GCF_000828915.1	Comamonadaceae bacterium B1	NS	3.252	66	44.4	60	100	58.8	55	40	77.8	0	80	60	41.4	0	66.7	100	57.1	43.8	91.7	100	85.7	57.1	0	71.4	63.6	100	100	100	58.3
GCF_000230975.2	Hyphomicrobium denitrificans 1NES1	NS	3.236	69.5	55.6	50	100	58.8	55	40	77.8	100	80	65	44.8	0	66.7	100	57.1	50	83.3	100	85.7	57.1	0	57.1	72.7	100	100	100	58.3
GCF_000242895.2	Bacillus sp. 1NLA3E	NS	3.146	76.2	88.9	50	50	64.7	50	50	77.8	100	100	70	44.8	100	100	100	64.3	62.5	83.3	85.7	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000738435.1	Planktomarina temperata RCA23	NS	3.081	77.5	77.8	60	100	58.8	50	40	77.8	100	100	50	65.5	100	100	100	71.4	50	100	100	85.7	57.1	0	71.4	72.7	100	100	100	58.3
GCF_001558255.1	Grimontia hollisae	NS	3.054	71.9	55.6	60	100	58.8	55	45	77.8	100	80	60	44.8	100	33.3	100	64.3	43.8	75	85.7	85.7	71.4	0	57.1	72.7	100	100	100	58.3
GCF_000092605.1	Thiomonas intermedia K12	CLSB	3.045	68.2	55.6	60	100	47.1	45	45	77.8	100	100	40	41.4	0	66.7	100	57.1	43.8	91.7	100	85.7	28.6	0	71.4	63.6	100	100	100	58.3
GCF_000020445.1	Rhodopseudomonas palustris TIE-1	NS	2.979	72.8	55.6	60	100	64.7	45	50	66.7	100	100	70	55.2	0	100	100	64.3	50	100	100	85.7	57.1	0	57.1	72.7	100	100	100	58.3
GCF_000018145.1	Dinoroseobacter shibae DFL 12 = DSM 16493	NS	2.934	78.2	77.8	60	100	58.8	50	40	77.8	100	100	55	62.1	100	100	100	71.4	56.2	100	100	85.7	57.1	0	85.7	72.7	100	100	100	58.3
GCF_000154785.2	Roseobacter litoralis Och 149	NS	2.913	78.1	77.8	60	100	58.8	50	40	77.8	100	100	50	62.1	100	100	100	71.4	56.2	100	100	85.7	57.1	0	85.7	72.7	100	100	100	58.3
GCF_000968535.2	Methylomicrobium alcaliphilum 20Z	NS	2.832	71.5	55.6	60	100	58.8	55	45	77.8	100	100	70	48.3	0	100	100	57.1	50	75	85.7	85.7	71.4	0	57.1	63.6	100	100	100	58.3
GCF_000015505.1	Polaromonas naphthalenivorans CJ2	NS	2.77	76.3	55.6	50	100	64.7	55	45	77.8	100	100	65	41.4	100	100	100	64.3	56.2	91.7	100	85.7	42.9	0	85.7	72.7	100	100	100	58.3
GCF_000194805.1	Pseudomonas brassicacearum subsp. brassicacearum NFM421	NS	2.716	78.2	55.6	60	100	64.7	60	40	77.8	100	100	65	41.4	100	100	100	71.4	50	100	100	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_000011965.2	Ruegeria pomeroyi DSS-3	S-org	2.707	78.1	77.8	60	100	58.8	50	40	77.8	100	100	55	48.3	100	100	100	71.4	56.2	100	100	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000293885.2	Pseudomonas fluorescens NCIMB 11764	NS	2.69	78.2	44.4	60	100	70.6	60	50	77.8	100	100	65	44.8	100	100	100	71.4	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_001511755.1	Pseudomonas sp. URMO17WK12:I11	NS	2.676	78.7	55.6	60	100	70.6	60	50	77.8	100	100	65	48.3	100	100	100	71.4	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_001187845.1	Octadecabacter temperatus	NS	2.589	72.8	77.8	70	100	58.8	50	35	77.8	0	100	55	41.4	100	100	100	71.4	50	91.7	100	85.7	42.9	0	71.4	72.7	100	100	100	58.3
GCF_000257545.3	Pseudomonas mandelii JR-1	NS	2.563	78.4	44.4	60	100	70.6	60	50	77.8	100	100	70	44.8	100	100	100	71.4	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_000177255.2	Rhodopseudomonas palustris DX-1	NS	2.56	73.9	55.6	70	100	64.7	45	50	66.7	100	100	70	55.2	0	100	100	64.3	50	91.7	100	85.7	57.1	0	85.7	72.7	100	100	100	58.3
GCF_001051995.2	Thauera humireducens	NS	2.525	78.2	55.6	60	100	64.7	55	50	77.8	100	100	60	48.3	100	100	100	64.3	87.5	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	58.3
GCF_000011365.1	Bradyrhizobium diazoefficiens USDA 110	NS	2.474	78.7	55.6	60	100	64.7	50	50	77.8	100	100	70	48.3	100	100	100	71.4	75	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000019785.1	Leptothrix cholodnii SP-6	NS	2.444	78.1	66.7	60	100	64.7	50	45	77.8	100	100	60	44.8	100	100	100	64.3	81.2	91.7	100	85.7	57.1	0	85.7	72.7	100	100	100	58.3
GCF_001271345.1	Chelatococcus sp. CO-6	NS	2.371	76.4	44.4	70	100	70.6	55	50	77.8	100	100	60	44.8	100	100	100	71.4	62.5	91.7	100	85.7	42.9	0	57.1	72.7	100	100	100	58.3
GCF_000817975.1	Azotobacter chroococcum NCIMB 8003	NS	2.355	77.2	44.4	40	100	70.6	55	50	77.8	100	100	65	41.4	100	100	100	64.3	56.2	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_001693385.1	Bradyrhizobium icense	NS	2.348	79.1	55.6	70	100	64.7	50	50	77.8	100	100	70	48.3	100	100	100	71.4	75	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000253295.1	Hyphomicrobium sp. MC1	NS	2.331	73.9	55.6	60	100	58.8	55	45	77.8	100	100	65	48.3	0	100	100	57.1	68.8	91.7	100	85.7	57.1	0	85.7	72.7	100	100	100	58.3
GCF_000061505.1	Azoarcus sp. BH72	NS	2.281	73.4	44.4	60	100	64.7	50	50	77.8	100	100	65	41.4	0	100	100	57.1	81.2	91.7	100	85.7	42.9	0	85.7	72.7	100	100	100	58.3
GCF_000017645.1	Xanthobacter autotrophicus Py2	NS	2.248	78.1	55.6	60	100	64.7	50	50	77.8	100	100	65	48.3	100	100	100	64.3	68.8	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000296215.2	Bradyrhizobium sp. CCGE-LA001	NS	2.17	78.1	55.6	60	100	64.7	50	50	77.8	100	100	70	48.3	100	100	100	71.4	56.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000689415.1	Pseudomonas knackmussii B13	NS	2.165	75	44.4	60	100	64.7	60	45	77.8	100	100	65	44.8	0	100	100	57.1	81.2	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_000021045.1	Azotobacter vinelandii DJ	NS	2.145	78.3	44.4	40	100	70.6	55	50	77.8	100	100	65	41.4	100	100	100	71.4	81.2	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_000316175.1	Pseudomonas sp. UW4	NS	2.121	77.4	44.4	50	100	70.6	55	45	77.8	100	100	65	41.4	100	100	100	71.4	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_000014825.1	Rhodopseudomonas palustris BisA53	NS	2.111	72.8	55.6	70	100	58.8	45	45	66.7	100	100	70	55.2	0	100	100	57.1	50	91.7	100	85.7	57.1	0	71.4	72.7	100	100	100	58.3
GCF_000015725.1	Methylibium petroleiphilum PM1	NS	2.073	74.3	55.6	60	100	58.8	55	40	77.8	100	100	65	44.8	0	100	100	64.3	81.2	91.7	100	85.7	57.1	0	85.7	72.7	100	100	100	58.3
GCF_000219705.1	Pseudomonas putida S16	NS	2.046	78.2	44.4	60	100	70.6	55	50	77.8	100	100	70	44.8	100	100	100	71.4	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_000284375.1	Bradyrhizobium japonicum USDA 6	NS	1.999	78.9	55.6	70	100	64.7	50	50	77.8	100	100	70	48.3	100	100	100	71.4	68.8	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000009285.1	Ralstonia eutropha H16	NS	1.879	78.7	55.6	60	100	58.8	55	45	77.8	100	100	70	48.3	100	100	100	71.4	81.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000196015.1	Cupriavidus metallidurans CH34	NS	1.879	78.7	55.6	60	100	58.8	55	45	77.8	100	100	70	48.3	100	100	100	71.4	81.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000007565.2	Pseudomonas putida KT2440	NS	1.857	78.6	44.4	70	100	70.6	55	50	77.8	100	100	70	44.8	100	100	100	71.4	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_000019125.1	Pseudomonas putida GB-1	NS	1.665	78.7	44.4	60	100	64.7	55	50	66.7	100	100	70	44.8	100	100	100	71.4	81.2	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_001586155.1	Pseudomonas citronellolis	NS	1.658	74.7	44.4	60	100	58.8	60	45	66.7	100	100	65	44.8	0	100	100	64.3	81.2	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_000219215.1	Cupriavidus necator N-1	NS	1.557	78.9	55.6	60	100	64.7	55	45	77.8	100	100	70	48.3	100	100	100	71.4	81.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000590495.2	Pandoraea pnomenusa 3kgm	NS	1.557	78.9	55.6	60	100	64.7	55	45	77.8	100	100	70	48.3	100	100	100	71.4	81.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000471925.1	Ralstonia pickettii DTP0602	NS	1.506	78.5	55.6	60	100	64.7	55	40	77.8	100	100	65	44.8	100	100	100	71.4	81.2	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000410575.1	Pseudomonas putida H8234	NS	1.494	78	44.4	70	100	64.7	55	50	66.7	100	100	70	44.8	100	100	100	71.4	50	91.7	100	85.7	71.4	0	85.7	81.8	100	100	100	58.3
GCF_001010785.1	Pandoraea apista	NS	1.058	77.7	55.6	60	100	64.7	50	45	77.8	100	100	70	48.3	100	100	100	71.4	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_001465545.3	Pandoraea norimbergensis	NS	1.058	77.7	55.6	60	100	64.7	50	45	77.8	100	100	70	48.3	100	100	100	71.4	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	58.3
GCF_000024885.1	Sulfurospirillum deleyianum DSM 6946	SR	7.136	53.8	66.7	30	0	47.1	45	40	77.8	100	60	35	34.5	0	33.3	100	57.1	25	25	28.6	85.7	28.6	0	28.6	63.6	100	100	100	50
GCF_000021725.1	Nautilia profundicola AmH	SR	6.725	52.6	55.6	30	0	41.2	40	35	77.8	100	60	35	31	0	66.7	100	50	31.2	25	28.6	71.4	28.6	0	14.3	54.5	100	100	100	50
GCF_000265295.1	Sulfurospirillum barnesii SES-3	SR	6.684	58.7	66.7	30	0	58.8	55	40	77.8	100	80	50	41.4	0	66.7	100	57.1	31.2	25	28.6	85.7	57.1	0	28.6	72.7	100	100	100	50
GCF_000568815.1	Sulfurospirillum multivorans DSM 12446	SR	6.612	61.7	66.7	30	50	58.8	55	40	77.8	100	100	50	44.8	0	66.7	100	57.1	43.8	25	28.6	85.7	57.1	0	28.6	72.7	100	100	100	50
GCF_001298465.1	Campylobacter concisus	Sur	6.57	55.7	44.4	30	0	52.9	45	45	77.8	100	80	35	34.5	0	66.7	100	57.1	37.5	25	28.6	85.7	28.6	0	28.6	63.6	100	100	100	50
GCF_000017725.2	Campylobacter concisus 13826	Sur	6.317	56.8	55.6	30	50	47.1	45	40	77.8	100	80	35	31	0	66.7	100	57.1	37.5	25	28.6	85.7	14.3	0	28.6	63.6	100	100	100	50
GCF_001548055.1	Sulfurospirillum cavolei	SR	6.225	60.2	66.7	30	50	58.8	55	40	77.8	100	100	50	37.9	0	66.7	100	57.1	31.2	25	28.6	85.7	42.9	0	28.6	63.6	100	100	100	50
GCF_000017465.2	Campylobacter curvus 525.92	Sur	6.219	53.5	44.4	30	0	52.9	45	45	77.8	100	80	35	31	0	33.3	100	57.1	25	25	28.6	85.7	14.3	0	28.6	63.6	100	100	100	50
GCF_001190755.1	Campylobacter ureolyticus RIGS 9880	Sur	6.047	50.5	44.4	30	0	47.1	45	40	77.8	100	60	40	34.5	0	33.3	50	57.1	31.2	16.7	14.3	85.7	28.6	0	14.3	63.6	100	100	100	50
GCF_000816345.1	Campylobacter volucris LMG 24379	Sur	5.864	53.7	77.8	30	0	41.2	40	35	77.8	100	60	45	34.5	0	33.3	100	57.1	31.2	25	28.6	85.7	14.3	0	28.6	63.6	100	100	100	50
GCF_000736415.1	Campylobacter iguaniorum	Sur	5.848	54.2	44.4	30	0	47.1	45	40	77.8	100	80	40	34.5	0	33.3	100	57.1	31.2	25	28.6	85.7	28.6	0	28.6	63.6	100	100	100	50
GCF_001643975.1	Campylobacter hyointestinalis subsp. lawsonii	Sur	5.713	55.5	44.4	30	0	47.1	45	40	77.8	100	80	40	34.5	0	66.7	100	57.1	37.5	25	28.6	85.7	28.6	0	28.6	63.6	100	100	100	50
GCF_000465235.1	Campylobacter coli CVM N29710	Sur	5.635	56.9	66.7	30	0	41.2	40	35	77.8	100	60	35	31	100	33.3	100	64.3	31.2	33.3	28.6	85.7	14.3	0	28.6	63.6	100	100	100	50
GCF_001190745.1	Campylobacter gracilis	Sur	5.543	50.9	44.4	30	0	47.1	45	40	77.8	100	80	35	31	0	33.3	50	57.1	31.2	16.7	14.3	85.7	14.3	0	28.6	63.6	100	100	100	50
GCF_000816265.1	Campylobacter subantarcticus LMG 24374	Sur	5.47	53.1	55.6	30	0	47.1	45	35	77.8	100	60	40	31	0	33.3	100	57.1	31.2	25	28.6	85.7	14.3	0	28.6	63.6	100	100	100	50
GCF_000987835.1	Sulfurovum lithotrophicum	CLSB	5.397	63.5	77.8	60	50	52.9	55	35	66.7	100	60	50	44.8	0	66.7	100	57.1	37.5	58.3	85.7	85.7	57.1	0	28.6	63.6	100	100	100	50
GCF_000195335.1	Marinithermus hydrothermalis DSM 14884	Sur	5.279	63.4	88.9	30	100	58.8	60	40	66.7	0	80	45	44.8	0	66.7	100	57.1	37.5	83.3	85.7	85.7	57.1	0	28.6	72.7	100	100	100	50
GCF_001643955.1	Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260	Sur	5.237	55.6	44.4	30	0	47.1	45	40	77.8	100	100	40	31	0	66.7	100	57.1	37.5	25	28.6	85.7	14.3	0	28.6	63.6	100	100	100	50
GCF_000827125.1	Geoalkalibacter subterraneus	Sur	5.191	67.8	33.3	30	100	76.5	60	60	77.8	100	80	55	37.9	0	66.7	100	50	56.2	75	85.7	85.7	57.1	0	57.1	72.7	100	100	100	50
GCF_000015045.1	Pelobacter propionicus DSM 2379	SR	5.176	59.2	44.4	20	0	64.7	55	40	66.7	100	80	60	31	0	66.7	100	57.1	37.5	50	42.9	85.7	57.1	0	42.9	63.6	100	100	100	50
GCF_000010985.1	Deferribacter desulfuricans SSM1	Sur	5.091	61.5	44.4	40	0	58.8	50	50	77.8	100	80	45	34.5	0	66.7	100	57.1	50	58.3	85.7	85.7	28.6	0	57.1	63.6	100	100	100	50
GCF_000194135.1	Hippea maritima DSM 10411	SRB/SR	4.984	55.4	44.4	0	100	58.8	45	45	66.7	0	80	45	24.1	0	66.7	100	57.1	37.5	41.7	42.9	85.7	14.3	0	28.6	72.7	100	100	100	50
GCF_000144695.1	Acetohalobium arabaticum DSM 5501	Sur	4.958	57.7	33.3	10	0	64.7	50	50	66.7	100	80	55	34.5	0	66.7	100	57.1	43.8	25	28.6	85.7	57.1	0	42.9	72.7	100	100	100	50
GCF_000512895.1	Dehalobacter restrictus DSM 9455	Sur	4.95	58.3	33.3	20	0	58.8	45	55	77.8	100	80	40	34.5	0	66.7	100	57.1	43.8	50	42.9	85.7	28.6	0	57.1	63.6	100	100	100	50
GCF_000218625.1	Flexistipes sinusarabici DSM 4947	Sur	4.923	62.9	44.4	30	0	70.6	60	55	77.8	100	80	55	41.4	0	33.3	100	57.1	50	75	85.7	85.7	57.1	0	42.9	72.7	100	100	100	50
GCF_000816785.1	Campylobacter peloridis LMG 23910	Sur	4.87	50.2	66.7	30	0	41.2	40	35	77.8	100	40	45	34.5	0	33.3	50	57.1	31.2	16.7	14.3	85.7	14.3	0	28.6	63.6	100	100	100	50
GCF_000166335.1	Caldicellulosiruptor owensensis OL	Sur	4.849	51.3	44.4	10	0	52.9	40	45	66.7	0	60	40	27.6	0	33.3	100	57.1	31.2	50	71.4	85.7	28.6	0	28.6	63.6	100	100	100	50
