GenomeID	MEBS_SS	Comp_mean	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29
GCF_000009125.1_ASM912v1	1.045	76.3	44.4	60.0	100.0	58.8	55.0	40.0	77.8	100.0	100.0	65.0	44.8	100.0	100.0	100.0	64.3	50.0	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000009145.1_ASM914v1	-1.745	59.5	33.3	30.0	100.0	35.3	45.0	20.0	33.3	100.0	80.0	65.0	27.6	0.0	33.3	100.0	57.1	25.0	83.3	85.7	85.7	42.9	0.0	71.4	63.6	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000009165.1_ASM916v1	-1.075	69.0	44.4	30.0	100.0	52.9	45.0	35.0	66.7	100.0	100.0	70.0	37.9	0.0	100.0	100.0	57.1	43.8	83.3	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000009185.1_ASM918v1	0.541999999999999	51.7	33.3	20.0	100.0	47.1	45.0	35.0	55.6	100.0	80.0	55.0	34.5	0.0	66.7	100.0	57.1	37.5	83.3	85.7	85.7	57.1	0.0	57.1	63.6	0.0	0.0	0.0	100.0	75.0	25.0
GCF_000009205.1_ASM920v1	1.48	63.8	33.3	20.0	0.0	64.7	45.0	35.0	66.7	100.0	80.0	45.0	31.0	100.0	66.7	100.0	64.3	37.5	83.3	85.7	85.7	57.1	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000009225.2_ASM922v1	-1.224	74.9	55.6	40.0	100.0	52.9	50.0	30.0	66.7	100.0	100.0	70.0	41.4	100.0	100.0	100.0	71.4	43.8	91.7	100.0	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000009285.1_ASM928v2	1.879	78.7	55.6	60.0	100.0	58.8	55.0	45.0	77.8	100.0	100.0	70.0	48.3	100.0	100.0	100.0	71.4	81.2	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000009305.1_ASM930v1	1.238	43.5	33.3	40.0	0.0	17.6	35.0	10.0	33.3	100.0	40.0	25.0	20.7	0.0	33.3	100.0	42.9	6.2	25.0	28.6	57.1	14.3	0.0	28.6	54.5	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000009345.1_ASM934v1	2.338	75.5	55.6	40.0	100.0	64.7	60.0	50.0	77.8	100.0	100.0	65.0	48.3	100.0	100.0	100.0	64.3	56.2	75.0	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000009365.1_ASM936v1	2.077	68.6	55.6	40.0	100.0	52.9	55.0	30.0	66.7	100.0	100.0	65.0	37.9	0.0	100.0	100.0	50.0	56.2	91.7	100.0	71.4	71.4	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000009405.1_ASM940v1	2.341	63.9	66.7	20.0	0.0	47.1	55.0	35.0	55.6	100.0	100.0	65.0	34.5	0.0	100.0	100.0	64.3	50.0	75.0	85.7	85.7	57.1	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000009425.1_ASM942v1	-0.229	34.0	33.3	20.0	0.0	11.8	30.0	10.0	11.1	0.0	80.0	45.0	17.2	0.0	66.7	100.0	57.1	18.8	33.3	42.9	85.7	14.3	0.0	28.6	72.7	0.0	0.0	0.0	100.0	100.0	8.3
GCF_000009485.1_ASM948v1	-0.739000000000001	76.0	55.6	50.0	100.0	64.7	50.0	45.0	77.8	100.0	100.0	70.0	41.4	100.0	100.0	100.0	71.4	50.0	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000009545.1_ASM954v1	-1.757	34.6	11.1	20.0	0.0	0.0	10.0	0.0	11.1	100.0	80.0	35.0	13.8	0.0	66.7	100.0	57.1	12.5	50.0	71.4	85.7	14.3	0.0	0.0	63.6	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000009605.1_ASM960v1	2.177	21.7	22.2	10.0	0.0	35.3	45.0	25.0	33.3	0.0	20.0	55.0	31.0	0.0	0.0	0.0	35.7	18.8	8.3	0.0	71.4	71.4	0.0	42.9	54.5	0.0	0.0	0.0	0.0	25.0	25.0
GCF_000009625.1_ASM962v1	-0.394	76.2	55.6	50.0	100.0	64.7	50.0	40.0	77.8	100.0	100.0	60.0	41.4	100.0	100.0	100.0	71.4	56.2	100.0	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000009685.1_ASM968v1	2.343	45.1	44.4	20.0	0.0	64.7	50.0	40.0	66.7	100.0	80.0	50.0	34.5	0.0	66.7	0.0	57.1	43.8	41.7	57.1	85.7	57.1	0.0	42.9	72.7	0.0	0.0	0.0	100.0	100.0	33.3
GCF_000009705.1_ASM970v1	3.37	66.0	66.7	30.0	50.0	58.8	45.0	40.0	66.7	100.0	100.0	70.0	34.5	0.0	100.0	100.0	50.0	50.0	75.0	85.7	71.4	42.9	0.0	71.4	63.6	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000009725.1_ASM972v1	4.842	59.5	55.6	40.0	0.0	58.8	45.0	45.0	66.7	100.0	80.0	55.0	34.5	0.0	66.7	100.0	57.1	37.5	50.0	42.9	85.7	42.9	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000009745.1_ASM974v1	1.012	69.1	55.6	50.0	100.0	64.7	60.0	40.0	77.8	100.0	80.0	65.0	48.3	0.0	66.7	100.0	57.1	50.0	75.0	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000009765.2_ASM976v2	-0.514	70.8	55.6	50.0	100.0	52.9	45.0	40.0	66.7	100.0	100.0	70.0	37.9	0.0	100.0	100.0	57.1	43.8	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000009785.1_ASM978v1	2.784	66.5	77.8	50.0	0.0	58.8	50.0	35.0	66.7	0.0	100.0	65.0	34.5	100.0	100.0	100.0	64.3	43.8	83.3	85.7	85.7	57.1	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000009805.1_ASM980v1	-1.319	70.3	55.6	40.0	100.0	47.1	55.0	35.0	66.7	100.0	100.0	70.0	34.5	0.0	100.0	100.0	57.1	56.2	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000009825.1_ASM982v1	1.924	69.8	66.7	50.0	0.0	58.8	55.0	35.0	66.7	100.0	100.0	70.0	31.0	100.0	100.0	100.0	71.4	50.0	83.3	85.7	85.7	42.9	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000009845.1_ASM984v1	0.029	8.6	11.1	10.0	0.0	0.0	10.0	0.0	11.1	0.0	40.0	20.0	6.9	0.0	0.0	0.0	14.3	0.0	8.3	0.0	14.3	0.0	0.0	0.0	27.3	0.0	0.0	0.0	0.0	75.0	0.0
GCF_000009865.1_ASM986v1	2.851	59.5	66.7	20.0	0.0	41.2	60.0	30.0	55.6	0.0	100.0	65.0	34.5	0.0	100.0	100.0	57.1	50.0	75.0	85.7	85.7	42.9	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000009885.1_ASM988v1	1.476	76.4	55.6	40.0	100.0	58.8	60.0	45.0	77.8	100.0	100.0	70.0	44.8	100.0	100.0	100.0	71.4	56.2	75.0	85.7	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000009905.1_ASM990v1	4.64	51.6	55.6	50.0	100.0	52.9	50.0	40.0	77.8	0.0	100.0	25.0	31.0	0.0	100.0	100.0	57.1	37.5	83.3	85.7	85.7	14.3	0.0	28.6	72.7	0.0	0.0	0.0	100.0	100.0	50.0
GCF_000009925.1_ASM992v1	0.319	60.5	33.3	60.0	100.0	29.4	40.0	30.0	33.3	100.0	80.0	50.0	27.6	0.0	66.7	100.0	57.1	31.2	75.0	85.7	85.7	28.6	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000009945.1_ASM994v1	-0.459	27.6	22.2	10.0	0.0	5.9	20.0	10.0	11.1	0.0	60.0	35.0	13.8	0.0	0.0	50.0	21.4	12.5	16.7	14.3	28.6	14.3	0.0	42.9	36.4	100.0	100.0	100.0	0.0	75.0	0.0
GCF_000009965.1_ASM996v1	5.867	34.3	55.6	0.0	50.0	52.9	40.0	50.0	55.6	0.0	60.0	45.0	27.6	0.0	66.7	0.0	42.9	43.8	25.0	0.0	57.1	14.3	0.0	28.6	54.5	0.0	0.0	0.0	100.0	75.0	50.0
GCF_000009985.1_ASM998v1	6.094	72.5	44.4	70.0	100.0	70.6	70.0	50.0	77.8	100.0	80.0	55.0	48.3	0.0	66.7	100.0	57.1	50.0	91.7	100.0	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	75.0
GCF_000010005.1_ASM1000v1	1.275	34.7	33.3	20.0	0.0	23.5	40.0	15.0	44.4	0.0	80.0	40.0	20.7	0.0	33.3	100.0	64.3	25.0	33.3	42.9	85.7	14.3	0.0	0.0	72.7	0.0	0.0	0.0	100.0	100.0	16.7
GCF_000010045.1_ASM1004v1	4.813	71.3	33.3	20.0	50.0	76.5	65.0	60.0	77.8	100.0	80.0	60.0	41.4	100.0	66.7	100.0	71.4	43.8	91.7	100.0	85.7	57.1	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000010065.1_ASM1006v1	3.601	58.5	55.6	40.0	0.0	47.1	45.0	35.0	55.6	100.0	80.0	70.0	31.0	0.0	66.7	100.0	50.0	37.5	58.3	57.1	71.4	42.9	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000010085.1_ASM1008v1	0.418	63.1	33.3	10.0	100.0	35.3	50.0	25.0	33.3	100.0	100.0	65.0	34.5	100.0	66.7	100.0	64.3	31.2	41.7	28.6	85.7	71.4	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000010105.1_ASM1010v1	1.027	70.4	55.6	40.0	100.0	58.8	45.0	45.0	55.6	100.0	100.0	70.0	34.5	0.0	100.0	100.0	57.1	50.0	91.7	100.0	85.7	57.1	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000010125.1_ASM1012v1	0.588999999999999	56.7	66.7	20.0	0.0	35.3	45.0	25.0	44.4	0.0	100.0	65.0	27.6	0.0	100.0	100.0	57.1	43.8	75.0	85.7	85.7	42.9	0.0	28.6	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000010145.1_ASM1014v1	0.427	44.4	33.3	10.0	0.0	23.5	25.0	20.0	44.4	0.0	80.0	40.0	17.2	0.0	33.3	100.0	64.3	31.2	33.3	42.9	85.7	0.0	0.0	14.3	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000010165.1_ASM1016v1	2.02	65.0	66.7	40.0	0.0	52.9	50.0	35.0	66.7	100.0	100.0	70.0	37.9	0.0	100.0	100.0	57.1	50.0	83.3	85.7	71.4	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000010185.1_ASM1018v1	0.586	44.7	22.2	10.0	0.0	35.3	30.0	30.0	55.6	0.0	80.0	30.0	13.8	0.0	66.7	50.0	42.9	37.5	58.3	57.1	57.1	14.3	0.0	42.9	36.4	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000010205.1_ASM1020v1	0.809	31.7	33.3	20.0	100.0	17.6	35.0	10.0	33.3	0.0	40.0	15.0	20.7	0.0	0.0	50.0	7.1	6.2	33.3	14.3	14.3	14.3	0.0	28.6	18.2	100.0	100.0	100.0	0.0	100.0	8.3
GCF_000010225.1_ASM1022v1	-1.713	64.8	33.3	50.0	50.0	41.2	50.0	30.0	55.6	100.0	100.0	55.0	34.5	0.0	100.0	100.0	64.3	50.0	75.0	85.7	85.7	42.9	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000010265.1_ASM1026v1	0.278999999999999	56.2	33.3	10.0	0.0	41.2	50.0	15.0	33.3	100.0	80.0	55.0	34.5	0.0	66.7	100.0	64.3	25.0	75.0	85.7	85.7	57.1	0.0	28.6	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000010285.1_ASM1028v1	-0.452000000000001	62.2	33.3	30.0	0.0	47.1	55.0	35.0	55.6	100.0	100.0	55.0	34.5	0.0	100.0	100.0	57.1	50.0	83.3	85.7	85.7	42.9	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000010305.1_ASM1030v1	1.47	65.4	55.6	40.0	100.0	47.1	45.0	50.0	66.7	100.0	100.0	40.0	37.9	0.0	100.0	100.0	42.9	50.0	91.7	100.0	57.1	14.3	0.0	71.4	45.5	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000010325.1_ASM1032v1	8.51	64.5	66.7	60.0	50.0	70.6	55.0	55.0	77.8	100.0	60.0	50.0	44.8	0.0	66.7	100.0	57.1	50.0	33.3	42.9	85.7	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	66.7
GCF_000010345.1_ASM1034v1	7.437	62.6	88.9	60.0	50.0	58.8	55.0	40.0	77.8	100.0	60.0	50.0	44.8	0.0	66.7	100.0	57.1	37.5	33.3	42.9	85.7	57.1	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000010405.1_ASM1040v1	8.94	52.6	66.7	60.0	0.0	52.9	70.0	35.0	55.6	100.0	40.0	45.0	44.8	0.0	33.3	0.0	50.0	31.2	25.0	0.0	71.4	71.4	0.0	42.9	63.6	100.0	100.0	100.0	100.0	100.0	66.7
GCF_000010425.1_ASM1042v1	0.745	28.4	33.3	0.0	0.0	5.9	25.0	5.0	0.0	100.0	60.0	25.0	13.8	0.0	33.3	50.0	57.1	12.5	16.7	14.3	85.7	14.3	0.0	0.0	63.6	0.0	0.0	0.0	100.0	100.0	8.3
GCF_000010525.1_ASM1052v1	1.741	72.0	55.6	30.0	0.0	64.7	55.0	50.0	77.8	100.0	100.0	65.0	41.4	100.0	100.0	100.0	71.4	56.2	91.7	100.0	85.7	42.9	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000010545.1_ASM1054v1	-0.0820000000000009	75.4	44.4	40.0	100.0	64.7	55.0	45.0	77.8	100.0	100.0	70.0	37.9	100.0	100.0	100.0	71.4	50.0	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000010585.1_ASM1058v1	0.455	61.2	33.3	40.0	0.0	47.1	55.0	35.0	55.6	100.0	100.0	40.0	34.5	0.0	66.7	100.0	57.1	43.8	75.0	85.7	85.7	57.1	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000010605.1_ASM1060v1	-0.948000000000001	71.2	66.7	50.0	100.0	52.9	50.0	40.0	66.7	100.0	100.0	65.0	44.8	0.0	100.0	100.0	57.1	50.0	91.7	100.0	85.7	57.1	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000010625.1_ASM1062v1	2.745	67.4	66.7	30.0	100.0	52.9	45.0	30.0	66.7	100.0	100.0	60.0	37.9	0.0	100.0	100.0	57.1	37.5	75.0	85.7	85.7	57.1	0.0	42.9	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000010645.1_ASM1064v1	2.965	31.9	33.3	0.0	0.0	41.2	50.0	25.0	11.1	0.0	40.0	50.0	27.6	0.0	33.3	0.0	57.1	18.8	33.3	42.9	85.7	42.9	0.0	42.9	63.6	0.0	0.0	0.0	100.0	100.0	25.0
GCF_000010665.1_ASM1066v1	10.322	55.4	66.7	30.0	0.0	76.5	75.0	55.0	77.8	100.0	80.0	60.0	44.8	0.0	66.7	100.0	57.1	43.8	75.0	71.4	85.7	57.1	0.0	28.6	72.7	0.0	0.0	0.0	100.0	100.0	83.3
GCF_000010705.1_ASM1070v1	-1.716	33.1	11.1	20.0	0.0	0.0	15.0	0.0	11.1	100.0	100.0	30.0	10.3	0.0	66.7	100.0	57.1	12.5	33.3	42.9	85.7	0.0	0.0	0.0	63.6	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000010725.1_ASM1072v1	1.064	76.8	44.4	60.0	100.0	58.8	50.0	45.0	77.8	100.0	100.0	65.0	41.4	100.0	100.0	100.0	71.4	62.5	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000010785.1_ASM1078v1	10.157	62.0	77.8	60.0	100.0	70.6	60.0	55.0	77.8	0.0	60.0	45.0	48.3	0.0	33.3	100.0	50.0	43.8	50.0	42.9	71.4	57.1	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	83.3
GCF_000010805.1_ASM1080v1	1.322	71.6	55.6	30.0	100.0	64.7	55.0	50.0	77.8	100.0	100.0	70.0	37.9	0.0	100.0	100.0	57.1	50.0	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000010825.1_ASM1082v1	-0.421	69.0	33.3	30.0	100.0	58.8	50.0	35.0	77.8	100.0	100.0	65.0	31.0	0.0	100.0	100.0	57.1	50.0	83.3	85.7	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000010985.1_ASM1098v1	5.091	61.5	44.4	40.0	0.0	58.8	50.0	50.0	77.8	100.0	80.0	45.0	34.5	0.0	66.7	100.0	57.1	50.0	58.3	85.7	85.7	28.6	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000011025.1_ASM1102v1	0.261	56.9	44.4	10.0	0.0	41.2	50.0	25.0	55.6	100.0	80.0	45.0	31.0	0.0	100.0	100.0	50.0	50.0	50.0	42.9	85.7	42.9	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000011045.1_ASM1104v1	-0.964	32.2	22.2	20.0	0.0	0.0	15.0	0.0	11.1	0.0	100.0	40.0	17.2	0.0	100.0	100.0	57.1	18.8	25.0	28.6	85.7	28.6	0.0	0.0	63.6	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000011065.1_ASM1106v1	-0.387	62.6	33.3	60.0	100.0	23.5	35.0	25.0	22.2	100.0	80.0	50.0	24.1	100.0	66.7	100.0	64.3	25.0	75.0	85.7	85.7	28.6	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000011085.1_ASM1108v1	2.576	68.5	55.6	40.0	100.0	58.8	60.0	40.0	77.8	100.0	100.0	50.0	51.7	0.0	66.7	100.0	57.1	50.0	83.3	85.7	85.7	71.4	0.0	71.4	63.6	100.0	100.0	100.0	100.0	75.0	41.7
GCF_000011105.1_ASM1110v1	5.989	29.3	44.4	0.0	100.0	52.9	40.0	50.0	55.6	0.0	40.0	40.0	24.1	0.0	33.3	0.0	50.0	37.5	25.0	0.0	42.9	14.3	0.0	28.6	45.5	0.0	0.0	0.0	0.0	75.0	50.0
GCF_000011145.1_ASM1114v1	1.463	67.8	66.7	50.0	0.0	47.1	50.0	35.0	55.6	100.0	100.0	70.0	31.0	100.0	100.0	100.0	64.3	43.8	75.0	85.7	85.7	42.9	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000011185.1_ASM1118v1	4.801	49.9	44.4	10.0	0.0	47.1	40.0	40.0	55.6	0.0	40.0	30.0	27.6	0.0	33.3	100.0	50.0	31.2	83.3	85.7	71.4	28.6	0.0	57.1	54.5	100.0	100.0	100.0	100.0	75.0	41.7
GCF_000011205.1_ASM1120v1	5.341	59.2	66.7	30.0	100.0	52.9	55.0	30.0	66.7	100.0	60.0	45.0	37.9	100.0	66.7	100.0	64.3	43.8	83.3	85.7	71.4	57.1	100.0	28.6	54.5	0.0	0.0	0.0	100.0	75.0	41.7
GCF_000011225.1_ASM1122v1	-0.0480000000000002	19.9	11.1	0.0	0.0	11.8	10.0	15.0	0.0	0.0	60.0	25.0	6.9	0.0	33.3	0.0	50.0	18.8	8.3	0.0	85.7	0.0	0.0	28.6	54.5	0.0	0.0	0.0	100.0	50.0	8.3
GCF_000011245.1_ASM1124v1	0.7	62.2	66.7	50.0	0.0	41.2	45.0	20.0	33.3	100.0	100.0	60.0	34.5	0.0	100.0	100.0	64.3	31.2	83.3	85.7	85.7	57.1	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000011305.1_ASM1130v1	-1.31	62.8	33.3	50.0	0.0	41.2	55.0	30.0	55.6	100.0	100.0	55.0	34.5	0.0	100.0	100.0	57.1	50.0	83.3	85.7	85.7	42.9	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000011345.1_ASM1134v1	3.075	54.8	55.6	30.0	0.0	52.9	45.0	30.0	66.7	0.0	80.0	70.0	31.0	0.0	66.7	100.0	50.0	37.5	58.3	57.1	71.4	42.9	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000011365.1_ASM1136v1	2.474	78.7	55.6	60.0	100.0	64.7	50.0	50.0	77.8	100.0	100.0	70.0	48.3	100.0	100.0	100.0	71.4	75.0	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000011385.1_ASM1138v1	2.282	64.3	66.7	40.0	0.0	58.8	45.0	40.0	66.7	100.0	100.0	65.0	37.9	0.0	100.0	100.0	50.0	50.0	66.7	71.4	71.4	42.9	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000011445.1_ASM1144v1	-0.7	14.5	11.1	10.0	0.0	0.0	5.0	0.0	11.1	0.0	60.0	20.0	6.9	0.0	33.3	0.0	28.6	6.2	8.3	0.0	42.9	0.0	0.0	0.0	27.3	0.0	0.0	0.0	100.0	50.0	0.0
GCF_000011465.1_ASM1146v1	1.9	52.7	55.6	30.0	100.0	23.5	40.0	15.0	22.2	0.0	80.0	55.0	31.0	0.0	66.7	100.0	50.0	25.0	50.0	42.9	71.4	42.9	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000011485.1_ASM1148v1	2.839	49.7	55.6	30.0	0.0	35.3	45.0	20.0	22.2	0.0	60.0	55.0	31.0	0.0	66.7	100.0	50.0	25.0	50.0	42.9	71.4	42.9	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000011545.1_ASM1154v1	-1.153	75.0	44.4	50.0	100.0	58.8	55.0	35.0	77.8	100.0	100.0	70.0	34.5	100.0	100.0	100.0	71.4	56.2	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000011585.1_ASM1158v1	5.904	59.3	33.3	10.0	100.0	64.7	55.0	45.0	66.7	100.0	100.0	55.0	34.5	0.0	66.7	100.0	57.1	37.5	25.0	28.6	57.1	57.1	0.0	28.6	63.6	100.0	100.0	100.0	100.0	75.0	58.3
GCF_000011605.1_ASM1160v1	2.967	75.2	55.6	20.0	100.0	64.7	65.0	50.0	77.8	100.0	100.0	70.0	48.3	100.0	100.0	100.0	71.4	56.2	83.3	85.7	85.7	71.4	0.0	42.9	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000011685.1_ASM1168v1	-0.662	53.4	33.3	50.0	100.0	23.5	35.0	15.0	22.2	0.0	80.0	50.0	31.0	0.0	100.0	100.0	50.0	31.2	41.7	28.6	71.4	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000011725.1_ASM1172v1	2.185	43.9	33.3	40.0	0.0	23.5	35.0	20.0	44.4	100.0	40.0	30.0	24.1	0.0	33.3	100.0	35.7	12.5	25.0	28.6	42.9	14.3	0.0	28.6	45.5	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000011745.1_ASM1174v1	2.125	23.9	33.3	10.0	0.0	35.3	50.0	25.0	33.3	0.0	40.0	65.0	27.6	0.0	0.0	0.0	50.0	18.8	16.7	0.0	57.1	42.9	0.0	42.9	45.5	0.0	0.0	0.0	0.0	75.0	25.0
GCF_000011785.1_ASM1178v1	2.959	56.3	44.4	20.0	0.0	47.1	50.0	40.0	66.7	100.0	80.0	40.0	41.4	0.0	66.7	100.0	64.3	43.8	41.7	42.9	85.7	42.9	0.0	42.9	63.6	100.0	100.0	100.0	100.0	75.0	33.3
GCF_000011805.1_ASM1180v1	0.879999999999999	69.2	55.6	40.0	100.0	64.7	60.0	40.0	77.8	100.0	100.0	65.0	48.3	0.0	66.7	100.0	57.1	50.0	75.0	85.7	85.7	71.4	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000011825.1_ASM1182v1	-0.856	32.8	22.2	20.0	0.0	5.9	10.0	5.0	11.1	100.0	80.0	25.0	10.3	0.0	33.3	100.0	57.1	6.2	41.7	57.1	85.7	0.0	0.0	0.0	72.7	0.0	0.0	0.0	100.0	100.0	8.3
GCF_000011905.1_ASM1190v1	5.851	40.2	22.2	10.0	100.0	52.9	40.0	55.0	66.7	0.0	60.0	35.0	27.6	0.0	33.3	100.0	50.0	37.5	25.0	28.6	71.4	14.3	0.0	57.1	54.5	0.0	0.0	0.0	100.0	75.0	50.0
GCF_000011945.1_ASM1194v1	0.923	27.7	33.3	20.0	100.0	23.5	35.0	10.0	44.4	0.0	60.0	30.0	20.7	0.0	66.7	0.0	21.4	18.8	16.7	0.0	57.1	14.3	0.0	28.6	45.5	0.0	0.0	0.0	100.0	50.0	8.3
GCF_000011965.2_ASM1196v2	2.707	78.1	77.8	60.0	100.0	58.8	50.0	40.0	77.8	100.0	100.0	55.0	48.3	100.0	100.0	100.0	71.4	56.2	100.0	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000011985.1_ASM1198v1	-1.834	28.8	22.2	20.0	0.0	5.9	10.0	10.0	11.1	0.0	100.0	30.0	10.3	0.0	66.7	50.0	57.1	25.0	25.0	14.3	85.7	0.0	0.0	28.6	63.6	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000012085.1_ASM1208v1	-0.755	13.8	11.1	10.0	50.0	0.0	5.0	0.0	11.1	0.0	40.0	20.0	6.9	0.0	0.0	50.0	14.3	0.0	16.7	14.3	14.3	0.0	0.0	0.0	36.4	0.0	0.0	0.0	0.0	100.0	0.0
GCF_000012145.1_ASM1214v1	0.125	38.4	33.3	20.0	100.0	23.5	35.0	10.0	44.4	0.0	60.0	25.0	20.7	0.0	33.3	50.0	35.7	12.5	41.7	28.6	42.9	14.3	0.0	28.6	45.5	100.0	100.0	100.0	0.0	100.0	8.3
GCF_000012185.1_ASM1218v1	3.157	46.5	44.4	30.0	0.0	52.9	50.0	40.0	77.8	100.0	80.0	45.0	37.9	0.0	33.3	100.0	57.1	37.5	41.7	42.9	85.7	42.9	0.0	42.9	72.7	0.0	0.0	0.0	100.0	100.0	33.3
GCF_000012205.1_ASM1220v1	-0.779000000000001	74.1	44.4	30.0	100.0	52.9	50.0	35.0	66.7	100.0	100.0	65.0	41.4	100.0	100.0	100.0	71.4	43.8	91.7	100.0	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
