	sulfur	carbon	oxygen	iron	nitrogen
Corynebacterium singulare	-0.059	-0.184	2.644	3.082	8.294
Mageeibacillus indolicus UPII9-5	-0.065	3.158	1.504	-0.345	3.051
Nocardia nova SH22a	-0.067	3.708	4.465	2.849	15.937
Staphylococcus aureus RF122	-0.067	0.942	2.418	2.307	8.864
Haloferax gibbonsii	-0.07	7.421	3.03	2.951	13.42
Rickettsiales bacterium Ac37b	-0.071	1.764	1.417	3.74	7.66
Trueperella pyogenes	-0.071	0.426	-0.333	0.725	7.377
Bartonella tribocorum CIP 105476	-0.072	0.792	1.648	4.104	8.117
Corynebacterium halotolerans YIM 70093 = DSM 44683	-0.072	0.447	3.918	2.196	11.094
Candidatus Kinetoplastibacterium desouzaii TCC079E	-0.073	3.543	0.926	-0.057	5.865
Massilia sp. WG5	-0.073	4.138	3.944	5.151	16.08
Lactococcus lactis subsp. lactis Il1403	-0.076	1.701	1.518	0.607	3.443
Corynebacterium casei LMG S-19264	-0.077	0.969	3.946	2.889	9.959
Burkholderia multivorans ATCC 17616	-0.082	3.69	3.311	4.703	16.108
Burkholderia cepacia JBK9	-0.082	5.079	4.19	4.703	16.269
Prevotella enoeca	-0.084	0.259	-0.276	4.322	5.657
Pseudomonas fluorescens A506	-0.09	3.283	4.506	5.435	16.021
Streptococcus intermedius JTH08	-0.095	0.396	0.922	-0.015	1.862
Pseudomonas protegens Pf-5	-0.097	7.035	4.544	6.91	15.359
Pseudomonas sp. Os17	-0.097	3.732	4.458	6.91	15.821
Burkholderia cenocepacia	-0.1	5.04	3.311	5.425	15.667
Bartonella henselae str. Houston-1	-0.102	1.119	1.008	1.725	7.122
Mycoplasma hyopneumoniae J	-0.105	-0.605	0.01	0.162	0.23
Bdellovibrio bacteriovorus	-0.106	0.45	1.174	6.26	11.388
Brucella melitensis bv. 1 str. 16M	-0.109	1.779	3.703	4.007	13.881
Burkholderia ambifaria MC40-6	-0.11	4.681	4.096	4.703	16.657
Frateuria aurantia DSM 6220	-0.117	3.295	4.045	5.445	15.24
alpha proteobacterium HIMB59	-0.12	3.255	2.323	3.941	10.851
Rufibacter tibetensis	-0.121	6.511	2.98	3.627	12.621
Enterococcus casseliflavus EC20	-0.123	2.006	1.437	0.465	3.764
Streptomyces violaceusniger Tu 4113	-0.125	2.515	3.442	2.86	15.526
Cellulophaga baltica 18	-0.126	1.051	3.574	5.386	11.578
Pseudomonas azotoformans	-0.126	3.798	4.726	6.556	16.328
Spirosoma radiotolerans	-0.13	3.341	3.616	3.584	15.789
Streptomyces sp. CFMR 7	-0.138	3.154	3.41	2.352	15.464
Francisella cf. tularensis subsp. novicida 3523	-0.139	1.501	1.2	2.048	9.438
Rhodococcus opacus PD630	-0.14	6.463	3.646	2.418	15.968
Marinobacter salarius	-0.146	3.347	1.146	3.403	12.751
Olsenella sp. oral taxon 807	-0.147	0.471	0.803	1.259	3.636
Streptomyces sp. SirexAA-E	-0.151	2.019	3.41	2.023	15.464
Brachyspira pilosicoli 95/1000	-0.152	1.758	0.16	1.633	4.662
Mycoplasma suis str. Illinois	-0.159	-0.153	0.01	-0.082	0.139
Mycoplasma wenyonii str. Massachusetts	-0.159	0.141	-0.14	-0.305	0.193
Mycoplasma parvum str. Indiana	-0.159	-0.153	0.01	-0.082	0.139
Mycoplasma ovis str. Michigan	-0.159	0.121	0.156	-0.082	0.12
Sphingomonas sp. NIC1	-0.16	2.895	3.54	4.55	14.858
Thalassolituus oleivorans MIL-1	-0.165	2.972	4.212	6.702	12.488
Roseburia hominis A2-183	-0.166	3.877	0.738	0.944	4.063
Chryseobacterium gallinarum	-0.168	1.403	2.013	2.872	12.106
Aureimonas sp. AU20	-0.175	3.645	4.823	5.347	15.848
Mycoplasma haemofelis Ohio2	-0.176	0.121	0.156	-0.142	0.12
Mycoplasma haemocanis str. Illinois	-0.176	0.121	0.156	-0.142	0.12
Sphingopyxis sp. 113P3	-0.178	5.782	3.198	6.662	14.631
Gynuella sunshinyii YC6258	-0.185	3.679	6.412	8.073	14.594
Beutenbergia cavernae DSM 12333	-0.188	2.241	2.736	2.46	14.319
Algoriphagus machipongonensis	-0.193	2.06	2.773	4.368	10.788
Enterococcus durans	-0.194	0.284	0.883	0.214	3.044
Lactobacillus sakei subsp. sakei 23K	-0.196	0.87	1.303	-0.295	1.709
Streptomyces sp. CNQ-509	-0.198	3.581	3.373	2.287	14.685
Martelella sp. AD-3	-0.199	3.722	3.784	7.166	15.326
Mesorhizobium australicum WSM2073	-0.202	6.985	6.478	3.889	17.551
Streptomyces lividans TK24	-0.208	2.079	3.373	2.718	14.973
Aster yellows witches'-broom phytoplasma AYWB	-0.209	-0.462	0.166	-0.035	0.233
Burkholderia glumae BGR1	-0.211	4.732	4.241	5.834	15.843
Burkholderia oklahomensis	-0.212	3.705	4.516	4.703	16.632
Wenzhouxiangella marina	-0.213	2.809	2.324	8.471	12.25
Mesorhizobium loti NZP2037	-0.216	9.904	6.398	3.889	17.925
Pseudomonas sp. VLB120	-0.216	3.898	3.742	3.884	15
Streptomyces ambofaciens ATCC 23877	-0.222	2.484	3.245	2.718	15.588
Janthinobacterium sp. Marseille	-0.224	4.11	3.041	5.481	16.085
Corallococcus coralloides DSM 2259	-0.224	3.391	2.816	5.468	14.262
Rhizobium leguminosarum bv. trifolii WSM1325	-0.226	4.056	6.323	6.494	18.3
Fusobacterium nucleatum subsp. nucleatum ATCC 25586	-0.228	2.802	1.875	0.64	4.33
Lactococcus lactis subsp. cremoris MG1363	-0.229	1.995	1.891	0.607	3.658
Ilumatobacter coccineus YM16-304	-0.232	10.282	3.68	3.411	15.139
Advenella mimigardefordensis DPN7	-0.235	6.947	3.806	4.856	15.699
Kangiella geojedonensis	-0.235	2.171	2.776	4.103	11.486
Corynebacterium aurimucosum ATCC 700975	-0.236	-0.295	2.498	3.255	8.525
Cyclobacterium amurskyense	-0.244	2.445	3.212	5.517	10.574
Acetobacter senegalensis	-0.249	3.24	3.14	5.753	14.766
Flavobacteriaceae bacterium 3519-10	-0.251	0.029	1.098	3.467	9.158
Enterococcus hirae ATCC 9790	-0.256	-0.493	1.52	0.68	3.142
Ochrobactrum anthropi ATCC 49188	-0.256	2.669	3.443	4.321	14.878
Kribbella flavida DSM 17836	-0.259	2.493	3.685	2.287	15.593
Burkholderia pyrrocinia	-0.26	3.594	4.299	4.703	16.631
Corynebacterium imitans	-0.261	-1.137	3.464	3.327	10.404
Elizabethkingia miricola	-0.269	2.331	2.781	2.529	12.138
Bdellovibrio exovorus JSS	-0.272	0.753	1.583	4.105	8.822
Bdellovibrio bacteriovorus W	-0.272	0.292	1.204	4.105	9.839
Exiguobacterium sp. AT1b	-0.273	0.088	2.751	3.583	8.578
Bartonella vinsonii subsp. berkhoffii str. Winnie	-0.276	0.792	1.648	2.554	8.405
Burkholderia thailandensis MSMB121	-0.276	3.751	4.233	5.82	16.224
Mycoplasma fermentans JER	-0.279	-0.723	0.01	-0.177	-0.233
Catenulispora acidiphila DSM 44928	-0.282	2.519	3.448	2.734	16.324
Gluconobacter oxydans H24	-0.287	3.546	4.108	5.652	14.658
Oleispira antarctica RB-8	-0.295	1.857	4.661	8.657	13.703
Sphingomonas wittichii RW1	-0.305	2.957	3.565	8.134	16.47
Chromobacterium violaceum ATCC 12472	-0.309	3.83	4.57	5.619	15.29
Pedobacter sp. PACM 27299	-0.311	2.171	3.317	5.085	13.299
Geodermatophilus obscurus DSM 43160	-0.312	3.114	3.565	2.86	16.348
Neisseria elongata subsp. glycolytica ATCC 29315	-0.316	2.227	2.26	4.029	11.597
Pseudomonas saudiphocaensis	-0.316	3.898	3.742	8.007	15.209
Candidatus Endolissoclinum faulkneri L2	-0.319	2.004	2.342	3.43	7.353
Candidatus Endolissoclinum faulkneri L5	-0.319	2.318	2.419	3.207	7.641
Burkholderia sp. CCGE1001	-0.319	16.138	6.946	5.274	17.776
Xylella fastidiosa Temecula1	-0.32	4.705	4.131	4.487	12.955
Candidatus Phytoplasma mali	-0.322	-0.625	0.166	-0.035	0.351
Porphyromonas asaccharolytica DSM 20707	-0.323	4.921	-0.212	1.506	3.765
Actinosynnema mirum DSM 43827	-0.327	3.189	3.878	2.788	15.578
Haliangium ochraceum DSM 14365	-0.327	2.759	3.75	7.152	15.407
Flavobacterium indicum GPTSA100-9 = DSM 17447	-0.328	0.204	1.837	3.508	9.101
Flammeovirgaceae bacterium 311	-0.329	2.346	3.393	5.31	13.831
Erwinia amylovora ATCC 49946	-0.329	3.936	3.682	4.711	13.327
Myroides sp. A21	-0.337	1.537	2.747	4.453	10.937
Francisella noatunensis subsp. orientalis str. Toba 04	-0.344	2.295	0.201	0.713	7.177
Bartonella grahamii as4aup	-0.349	0.63	1.615	4.104	8.389
Asaia bogorensis NBRC 16594	-0.35	3.138	4.513	3.713	13.594
Lysobacter antibioticus	-0.357	3.941	3.519	6.721	16.097
Acidaminococcus intestini RyC-MR95	-0.359	0.88	-0.387	0.864	4.244
Leadbetterella byssophila DSM 17132	-0.364	3.604	3.513	3.687	12.438
Azospirillum humicireducens	-0.364	4.768	5.707	5.02	16.858
Candidatus Phytoplasma australiense	-0.369	-0.625	0.166	-0.035	0.351
Mycoplasma hominis ATCC 23114	-0.369	-0.5	0.002	-0.116	0.139
Mycoplasma canadense	-0.369	-0.5	0.002	-0.177	0.139
Mycoplasma arginini	-0.369	-0.5	0.002	-0.177	0.139
Burkholderia sp. PAMC 26561	-0.369	3.931	4.612	6.175	16.734
Kocuria flava	-0.371	0.634	3.576	2.674	12.503
Micavibrio aeruginosavorus EPB	-0.373	1.064	0.997	3.726	8.722
Sphingobium chlorophenolicum L-1	-0.382	2.571	3.41	7.233	15.469
Corynebacterium urealyticum DSM 7109	-0.384	0.415	2.953	3.305	8.882
Ochrobactrum pseudogrignonense	-0.386	2.559	3.491	4.536	14.533
Bacteroides thetaiotaomicron VPI-5482	-0.387	6.689	1.516	5.099	9.268
Mesorhizobium loti MAFF303099	-0.394	6.692	6.195	3.889	17.52
Siansivirga zeaxanthinifaciens CC-SAMT-1	-0.398	0.861	3.35	3.809	9.734
Caulobacter sp. K31	-0.401	2.214	3.562	7.216	15.3
Paucibacter sp. KCTC 42545	-0.401	3.618	3.362	8.107	16.217
Leptotrichia sp. oral taxon 212	-0.403	2.4	0.552	0.71	4.662
Pseudomonas mendocina ymp	-0.407	3.244	2.961	7.639	15.384
Paraburkholderia phytofirmans PsJN	-0.41	3.548	4.582	5.059	16.221
Corynebacterium marinum DSM 44953	-0.415	0.983	4.679	2.411	10.068
Chlamydophila caviae GPIC	-0.418	-0.791	0.367	0.509	1.38
Staphylococcus argenteus	-0.42	0.942	2.418	2.307	8.93
Acetobacter pasteurianus IFO 3283-01	-0.421	3.224	3.219	6.515	14.24
Pantoea sp. PSNIH1	-0.425	3.653	3.201	4.733	13.993
Brachyspira hyodysenteriae WA1	-0.432	1.236	0.079	1.705	4.866
Rhizobium etli bv. mimosae str. IE4771	-0.436	7.829	6.336	4.148	18.169
Echinicola vietnamensis DSM 17526	-0.438	1.629	2.628	6.596	11.557
Streptobacillus moniliformis DSM 12112	-0.439	0.177	0.119	-0.093	0.42
Pantoea ananatis LMG 20103	-0.443	3.444	3.29	5.255	13.993
Streptomyces sp. RTd22	-0.444	2.715	3.427	2.738	15.901
Stenotrophomonas acidaminiphila	-0.448	2.269	2.976	7.631	14.332
Pseudonocardia sp. EC080625-04	-0.45	2.852	4.518	2.738	15.619
Kocuria rhizophila DC2201	-0.452	0.453	4.201	2.653	10.676
Streptomyces parvulus	-0.453	2.484	3.245	2.718	15.724
Chlamydia felis Fe/C-56	-0.459	-0.771	0.071	0.59	1.617
Chlamydophila pecorum E58	-0.459	-0.791	0.367	0.509	1.544
Bordetella trematum	-0.459	2.669	3.376	5.253	15.668
Prevotella dentalis DSM 3688	-0.465	1.465	-0.228	5.24	5.825
Sphingopyxis macrogoltabida	-0.465	3.091	3.442	7.053	15.2
Neisseria weaveri	-0.473	0.293	1.045	4.101	10.1
Corynebacterium kutscheri	-0.473	-0.837	3.564	3.182	7.293
Acholeplasma oculi	-0.479	-0.535	0.362	-0.131	2.1
Chlamydia trachomatis D/UW-3/CX	-0.484	-0.902	0.221	0.59	1.162
Rhodanobacter denitrificans	-0.488	4.934	3.055	4.744	13.928
Pseudomonas sp. MRSN12121	-0.493	3.732	4.458	5.667	15.887
Pseudoxanthomonas suwonensis 11-1	-0.495	3.918	2.884	7.048	14.788
Streptomyces albus	-0.496	3.317	3.521	2.145	15.232
Prevotella ruminicola 23	-0.498	1.804	1.087	1.384	7.166
Xylella fastidiosa 9a5c	-0.511	3.68	4.131	4.487	12.667
Streptomyces avermitilis MA-4680 = NBRC 14893	-0.514	3.312	3.724	2.596	15.968
Arthrobacter sp. LS16	-0.514	2.511	3.293	2.816	13.041
Mycoplasma cynos C142	-0.517	-0.605	0.01	-0.177	-0.115
Cellulomonas flavigena DSM 20109	-0.517	2.402	3.641	3.254	14.915
Vibrio nigripulchritudo	-0.521	2.013	3.915	8.077	12.622
Cellvibrio japonicus Ueda107	-0.523	2.388	4.151	7.891	11.911
Bdellovibrio bacteriovorus str. Tiberius	-0.524	0.201	1.189	6.26	10.885
Acholeplasma palmae J233	-0.53	0.627	0.729	-0.131	1.439
Planococcus kocurii	-0.532	4.844	3.588	3.583	9.832
Chlamydia muridarum str. Nigg	-0.538	-0.771	0.071	0.59	1.334
Chlamydia psittaci 6BC	-0.538	-0.791	0.367	0.509	1.663
Bordetella hinzii	-0.54	3.603	3.71	5.253	16.04
Streptomyces sp. S10(2016)	-0.544	3.317	3.521	3.113	15.563
Lactobacillus ruminis ATCC 27782	-0.548	1.64	1.703	0.701	1.843
Streptomyces albus J1074	-0.549	2.123	3.293	2.287	15.347
Mycobacterium sp. QIA-37	-0.558	1.547	4.709	2.287	15.909
Microlunatus phosphovorus NM-1	-0.558	1.751	3.576	3.075	15.382
Cardinium endosymbiont cEper1 of Encarsia pergandiella	-0.561	-0.401	0.584	0.06	1.552
Mycoplasma dispar	-0.561	-0.605	0.01	-0.061	-0.115
Chlamydophila pneumoniae TW-183	-0.563	-0.902	0.221	0.509	1.564
Chlamydia abortus S26/3	-0.563	-0.902	0.221	0.59	1.564
Chlamydia gallinacea 08-1274/3	-0.563	-0.902	0.221	0.59	1.445
Chlamydia avium 10DC88	-0.563	-0.769	0.065	0.59	1.289
Nitrosomonas ureae	-0.564	2.39	3.639	7.187	14.505
Weeksella virosa DSM 16922	-0.566	0.921	1.419	2.87	8.05
Shewanella denitrificans OS217	-0.574	1.269	2.932	7.171	11.073
Mycobacterium sp. JS623	-0.574	4.139	3.965	3.064	15.856
Streptomyces sp. 769	-0.578	6.714	4.458	1.973	15.745
Erythrobacter atlanticus	-0.584	2.527	3.341	6.049	14.139
Flexibacter litoralis DSM 6794	-0.589	1.83	2.197	4.331	9.268
Rhizobium sp. NT-26	-0.589	2.996	4.77	8.026	16.866
Acidovorax sp. KKS102	-0.591	4.614	4.31	4.579	16.12
Streptomyces vietnamensis	-0.592	3.459	4.378	2.023	15.924
Streptomyces lydicus A02	-0.592	3.368	4.378	2.418	16.119
Streptomyces cyaneogriseus subsp. noncyanogenus	-0.595	2.526	3.528	2.221	15.755
Fermentimonas caenicola	-0.601	1.794	1.276	3.401	5.722
Melissococcus plutonius DAT561	-0.608	0.27	1.042	0.571	1.483
Planococcus sp. PAMC 21323	-0.613	1.606	2.552	3.583	10.074
Burkholderia cepacia ATCC 25416	-0.613	3.743	4.299	4.703	16.631
Cellulophaga algicola DSM 14237	-0.615	0.568	3.475	5.31	11.811
Spiroplasma syrphidicola EA-1	-0.616	-0.094	0.233	0.218	0.359
[Polyangium] brachysporum	-0.618	3.611	4.6	5.982	16.383
Carnobacterium maltaromaticum LMA28	-0.619	0.475	1.167	0.637	2.77
Pseudomonas syringae CC1557	-0.621	3.573	3.251	2.337	14.556
Pontibacter korlensis	-0.623	2.654	3.995	4.065	12.402
Mycobacterium immunogenum	-0.624	1.547	4.709	2.165	15.909
Acidovorax avenae subsp. avenae ATCC 19860	-0.626	4.23	2.942	4.191	15.544
Pseudomonas cremoricolorata	-0.628	2.391	2.985	5.17	14.076
Mycoplasma mobile 163K	-0.633	-0.886	0.01	-0.177	-0.115
Lactobacillus casei subsp. casei ATCC 393	-0.641	-0.456	0.58	0.499	2.14
Erwinia pyrifoliae Ep1/96	-0.642	3.695	3.682	4.783	13.136
Sphingopyxis terrae NBRC 15098	-0.648	2.667	3.648	8.349	13.971
Mycoplasma leachii PG50	-0.65	-0.311	0.383	-0.035	0.1
Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	-0.652	6.159	5.132	3.758	9.804
Mycoplasma pneumoniae M129	-0.657	-0.894	0.002	-0.035	-0.115
Brevibacterium linens	-0.657	2.373	2.514	2.415	11.47
Hymenobacter sp. DG25A	-0.659	1.682	3.061	3.85	12.772
Vibrio anguillarum 775	-0.659	3.368	2.683	8.058	10.892
Gluconobacter oxydans 621H	-0.662	2.49	4.296	7.017	10.652
Rhizobium etli bv. mimosae str. Mim1	-0.663	7.829	6.336	3.792	17.728
Mycoplasma mycoides subsp. capri str. GM12	-0.675	-0.311	0.383	-0.035	0.044
Pediococcus damnosus	-0.675	0.502	0.973	-0.142	1.083
Mycobacterium tuberculosis CDC1551	-0.681	3.075	3.48	2.073	15.33
Nocardia brasiliensis ATCC 700358	-0.683	2.426	3.875	1.897	15.718
Saccharothrix espanaensis DSM 44229	-0.685	4.024	4.856	2.734	16.21
Marinobacter adhaerens HP15	-0.686	2.015	4.502	6.391	14.961
Mycoplasma genitalium G37	-0.69	-0.845	0.051	-0.061	-0.171
Belliella baltica DSM 15883	-0.69	2.337	2.985	6.412	10.623
Spiroplasma sabaudiense Ar-1343	-0.692	-0.205	0.087	0.218	0.26
Spiroplasma apis B31	-0.696	0.165	0.387	0.137	0.615
Burkholderia gladioli BSR3	-0.698	3.661	4.436	4.435	17.07
Acinetobacter sp. TTH0-4	-0.699	3.633	3.063	2.342	13.186
Mycoplasma mycoides subsp. mycoides SC str. PG1	-0.7	-0.605	0.01	-0.035	-0.171
Polaribacter sp. MED152	-0.702	-0.056	3.68	3.467	7.982
Myxococcus fulvus 124B02	-0.71	2.304	3.727	5.131	15.802
Spiroplasma mirum ATCC 29335	-0.715	-0.18	0.233	1.012	0.704
Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	-0.72	-1.456	1.81	1.037	2.5
Collimonas arenae	-0.722	5.784	4.299	3.857	16.054
Hymenobacter swuensis DY53	-0.725	2.514	4.122	5.136	13.663
Streptomyces bingchenggensis BCW-1	-0.727	2.748	3.325	2.86	15.545
Pseudoxanthomonas suwonensis	-0.728	6.261	2.932	6.682	14.547
Alcanivorax pacificus W11-5	-0.729	2.284	3.916	6.438	12.423
Salinispira pacifica	-0.733	3.91	0.504	1.919	7.322
Mycoplasma arthritidis 158L3-1	-0.736	-0.211	0.01	-0.035	0.226
Novosphingobium sp. PP1Y	-0.737	2.882	4.582	7.427	15.787
Spiroplasma taiwanense CT-1	-0.738	-0.205	0.087	0.218	0.26
Burkholderia cenocepacia J2315	-0.739	3.743	4.299	4.703	16.631
Burkholderia cenocepacia AU 1054	-0.739	2.467	3.456	4.561	15.752
Spiroplasma diminutum CUAS-1	-0.743	-0.042	0.087	0.218	0.142
Spiroplasma cantharicola	-0.743	-0.205	0.087	0.218	0.26
Burkholderia lata	-0.743	4.724	4.307	4.631	16.25
Chryseobacterium sp. StRB126	-0.746	0.66	2.155	2.356	10.154
Fimbriimonas ginsengisoli Gsoil 348	-0.748	6.955	3.236	4.883	14.629
Pseudomonas rhizosphaerae	-0.748	3.942	4.091	5.385	14.535
Streptomyces clavuligerus	-0.753	3.27	3.441	2.221	15.742
Borrelia turicatae 91E135	-0.755	-0.044	0.588	0.069	0.381
Borrelia hermsii CC1	-0.755	-0.044	0.588	0.069	0.381
Alteromonas macleodii str. 'Black Sea 11'	-0.756	2.186	3.821	6.78	11.131
Borrelia burgdorferi B31	-0.76	-0.359	0.575	-0.154	0.553
Borrelia afzelii PKo	-0.76	-0.359	0.575	-0.154	0.553
Borrelia miyamotoi LB-2001	-0.768	0.087	0.438	0.069	0.553
Pseudomonas alcaligenes	-0.768	2.799	3.135	7.639	15.26
Rothia dentocariosa ATCC 17931	-0.77	-0.565	2.669	2.022	9.331
Acinetobacter johnsonii XBB1	-0.77	4.078	1.784	1.96	12.672
Spiroplasma kunkelii CR2-3x	-0.771	-0.486	0.087	0.218	0.117
Mycoplasma capricolum subsp. capricolum ATCC 27343	-0.772	-0.311	0.383	-0.035	0.1
Mycoplasma gallisepticum str. R(high)	-0.772	-0.886	0.01	0.218	0.021
Mycobacterium abscessus	-0.773	1.547	4.709	2.368	15.909
Mycobacterium sp. VKM Ac-1817D	-0.777	2.212	4.513	2.093	15.891
Mycoplasma crocodyli MP145	-0.778	-0.886	0.01	-0.421	-0.171
[Pseudomonas syringae] pv. tomato str. DC3000	-0.779	3.962	4.246	2.215	15.664
Pseudomonas savastanoi pv. phaseolicola 1448A	-0.779	4.03	4.091	2.122	15.018
Leuconostoc carnosum JB16	-0.783	0.123	0.901	-0.057	1.213
Borrelia duttonii Ly	-0.785	0.087	0.438	-0.154	0.504
Borreliella bissettii DN127	-0.787	2.433	0.575	-0.317	0.553
Algibacter alginolytica	-0.791	1.307	3.173	5.188	9.988
Mycoplasma synoviae 53	-0.795	-0.894	0.002	-0.177	-0.171
Weissella koreensis KACC 15510	-0.796	0.411	0.531	-0.75	0.844
Burkholderia cepacia GG4	-0.801	3.994	4.227	4.703	16.624
Acidovorax citrulli AAC00-1	-0.804	4.32	2.739	4.191	15.139
Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	-0.808	3.641	3.722	5.358	16.48
Ornithobacterium rhinotracheale DSM 15997	-0.813	-1.906	0.91	5.443	4.869
Marivirga tractuosa DSM 4126	-0.819	1.051	3.467	4.529	9.696
Mycoplasma yeatsii GM274B	-0.82	-0.311	0.383	-0.035	0.1
Lactobacillus kunkeei	-0.822	1.405	1.186	-0.291	1.825
Mycoplasma canis	-0.823	0.003	0.01	-0.177	0.139
Luteipulveratus mongoliensis	-0.825	2.528	3.791	2.093	14.649
Sphingopyxis fribergensis	-0.828	2.959	3.828	7.07	14.544
Streptococcus sp. A12	-0.83	-0.396	0.266	0.158	1.525
Rhizobium sp. N324	-0.831	3.875	6.448	4.148	17.721
Borreliella bavariensis PBi	-0.838	-0.359	0.575	-0.154	0.553
Bordetella avium 197N	-0.845	4.007	3.172	4.878	14.919
Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141	-0.852	5.968	6.448	3.965	17.569
Alteromonas naphthalenivorans	-0.854	2.267	3.741	5.776	12.325
Streptococcus thermophilus LMG 18311	-0.856	-0.679	0.438	0.952	1.432
Ureaplasma parvum serovar 3 str. ATCC 700970	-0.861	-0.886	0.01	-0.035	-0.171
Ureaplasma urealyticum serovar 10 str. ATCC 33699	-0.861	-0.723	0.01	-0.035	-0.289
Leuconostoc gelidum subsp. gasicomitatum LMG 18811	-0.862	0.123	0.901	-0.057	1.63
Streptococcus lutetiensis 033	-0.863	0.215	1.268	0.81	2.577
Candidatus Paracaedibacter acanthamoebae	-0.863	0.157	0.16	3.935	8.138
Mesoplasma florum L1	-0.864	-0.755	-0.14	-0.035	0.418
Pseudoalteromonas sp. Bsw20308	-0.868	1.976	3.701	6.694	11.421
Capnocytophaga ochracea DSM 7271	-0.869	-0.796	1.005	5.451	5.282
Borreliella valaisiana VS116	-0.872	-0.359	0.575	-0.154	0.553
Mycoplasma flocculare ATCC 27399	-0.873	-0.886	0.01	0.162	-0.171
Caulobacter crescentus CB15	-0.883	2.561	3.853	4.687	14.767
Hymenobacter sp. APR13	-0.885	1.266	2.929	5.217	13.453
Dyella thiooxydans	-0.886	3.429	3.13	4.356	13.693
Sphingobium baderi	-0.892	2.031	3.569	5.277	14.955
Lactobacillus helveticus DPC 4571	-0.898	0.641	1.556	-0.357	0.832
Spiroplasma culicicola AES-1	-0.9	-0.35	0.383	0.218	0.323
Tropheryma whipplei str. Twist	-0.902	-0.635	2.317	2.593	3.976
Pseudomonas syringae pv. syringae B728a	-0.905	4.479	4.043	2.337	15.259
Pseudomonas cichorii JBC1	-0.905	3.435	2.932	6.004	14.837
Pseudomonas antarctica	-0.905	2.854	4.709	5.292	15.985
Colwellia psychrerythraea 34H	-0.911	2.562	2.857	8.323	14.17
Novosphingobium aromaticivorans DSM 12444	-0.912	2.764	3.49	6.977	14.959
Pseudonocardia sp. AL041005-10	-0.916	3.467	3.947	2.38	14.492
Nitrosomonas sp. AL212	-0.917	2.39	3.639	7.453	14.505
Kineococcus radiotolerans SRS30216 = ATCC BAA-149	-0.917	0.972	4.014	2.287	12.371
Pseudomonas monteilii	-0.93	2.771	2.884	5.17	14.714
Streptomyces venezuelae	-0.936	2.808	4.398	2.099	15.463
Mycobacterium gilvum PYR-GCK	-0.938	2.536	4.465	2.023	15.866
Mycoplasma bovoculi M165/69	-0.944	-0.391	0.01	-0.177	-0.115
Streptomyces griseus subsp. griseus NBRC 13350	-0.948	2.107	3.41	2.221	15.464
Streptomyces globisporus C-1027	-0.948	2.107	3.41	2.221	15.464
Sinorhizobium fredii NGR234	-0.952	6.112	6.085	7.456	17.773
Pseudomonas poae RE1-1-14	-0.957	3.185	3.569	5.435	15.398
Bordetella holmesii F627	-0.958	4.097	2.969	3.47	14.367
Lactobacillus rhamnosus GG	-0.964	1.078	1.494	0.571	3.228
Lactobacillus paracasei ATCC 334	-0.964	1.708	1.56	0.499	3.081
Streptomyces pratensis ATCC 33331	-0.965	2.468	3.362	2.221	15.9
Shinella sp. HZN7	-0.966	4.361	3.724	7.861	16.706
Mycoplasma agalactiae PG2	-0.968	-0.391	0.01	-0.177	-0.115
Mycoplasma bovis PG45	-0.968	-0.391	0.01	-0.177	-0.115
Halotalea alkalilenta	-0.97	4.317	4.312	3.548	15.341
Komagataeibacter medellinensis NBRC 3288	-0.97	2.975	3.671	6.188	13.618
Erysipelothrix rhusiopathiae str. Fujisawa	-0.973	0.337	0.704	-0.081	0.717
Sandaracinus amylolyticus	-0.973	1.936	3.672	4.841	14.04
Deinococcus proteolyticus MRP	-0.976	1.826	2.793	3.681	10.972
Lysobacter capsici	-0.977	2.577	3.519	4.209	15.836
Stigmatella aurantiaca DW4/3-1	-0.981	2.536	3.559	4.169	15.179
Sphingomonas sanxanigenens DSM 19645 = NX02	-0.981	7.275	5.975	7.018	17.273
Acinetobacter baumannii ACICU	-0.989	3.705	2.629	2.096	13.03
Erythrobacter litoralis HTCC2594	-0.991	3.04	3.718	5.017	14.413
Rhodococcus sp. PBTS 2	-0.997	1.751	3.772	2.165	15.656
Capnocytophaga canimorsus Cc5	-0.998	-1.518	1.645	5.837	6.241
Lactobacillus kefiranofaciens ZW3	-1.01	0.547	1.208	-0.601	1.275
Xylanimonas cellulosilytica DSM 15894	-1.011	5.771	2.336	2.881	12.754
Sphingomonas sp. MM-1	-1.013	2.48	4.122	7.785	14.244
Zymomonas mobilis subsp. pomaceae ATCC 29192	-1.019	6.383	5.205	3.758	9.647
Planococcus halocryophilus	-1.027	1.445	3.288	3.583	10.02
Rhizobium favelukesii	-1.031	2.381	3.553	7.578	16.237
Mycoplasma putrefaciens KS1	-1.035	-0.105	0.375	-0.035	0.044
Burkholderia thailandensis E264	-1.041	3.751	4.233	4.577	16.665
Nonlabens sp. MIC269	-1.045	-2.408	2.474	3.467	5.832
Corynebacterium sp. ATCC 6931	-1.046	1.327	3.723	3.428	9.397
Pseudoalteromonas sp. OCN003	-1.047	0.936	3.513	6.774	9.603
Mycoplasma californicum	-1.049	-0.391	0.01	0.188	-0.171
