# dom_assign_file=pfam_cover10/GENOMAS_NCBI_nr_24042014_size30_cover10.faa.pf.tab list_file=LISTA_AZUFREabril2014 dom_assign_file2=

# number of taxa in LISTA_AZUFREabril2014 = 93

	PF00005	PF00009	PF00034	PF00037	PF00106	PF00111	PF00124	PF00171	PF00174	PF00175	PF00202	PF00205	PF00258	PF00291	PF00296	PF00355	PF00374	PF00378	PF00384	PF00389	PF00441	PF00459	PF00484	PF00501	PF00528	PF00534	PF00556	PF00557	PF00581	PF00667	PF00848	PF00890	PF00970	PF01011	PF01058	PF01070	PF01077	PF01087	PF01208	PF01292	PF01370	PF01384	PF01507	PF01515	PF01547	PF01553	PF01568	PF01571	PF01583	PF01613	PF01747	PF02167	PF02332	PF02406	PF02515	PF02615	PF02635	PF02662	PF02665	PF02668	PF02770	PF02771	PF02775	PF02776	PF02826	PF02872	PF02910	PF03144	PF03358	PF03404	PF03460	PF03916	PF03967	PF04069	PF04077	PF04173	PF04295	PF04358	PF04663	PF04879	PF04945	PF05239	PF05398	PF06099	PF07680	PF07682	PF07883	PF07992	PF08669	PF08770	PF09084	PF09242	PF09459	PF10418	PF10518	PF11511	PF12139	PF12798	PF12806	PF12831	PF12838	PF12857	PF13183	PF13193	PF13237	PF13247	PF13360	PF13442	PF13501	PF13570	PF13577	PF13579	PF13746	PF14306
Akkermansia muciniphila ATCC BAA-835	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Albidiferax ferrireducens T118	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0
Alcanivorax borkumensis SK2	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1
Alcanivorax dieselolei B5	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1
Alicycliphilus denitrificans K601	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1
Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1
Aliivibrio salmonicida LFI1238	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0
Alistipes finegoldii DSM 17242	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0
Alistipes shahii WAL 8301	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0
Alkalilimnicola ehrlichii MLHE-1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0
Alkaliphilus metalliredigens QYMF	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
Alkaliphilus oremlandii OhILAs	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0
Allochromatium vinosum DSM 180	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1
Alteromonas macleodii AltDE1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0
Alteromonas macleodii str. 'Balearic Sea AD45'	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0
Alteromonas macleodii str. 'Black Sea 11'	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0
Alteromonas sp. SN2	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
Aminobacterium colombiense DSM 12261	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0
Ammonifex degensii KC4	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0
Amphibacillus xylanus NBRC 15112	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Amycolatopsis mediterranei S699	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0
Amycolatopsis orientalis HCCB10007	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0
Amycolicicoccus subflavus DQS3-9A1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0
Anabaena cylindrica PCC 7122	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1
Anabaena sp. 90	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1
Anabaena variabilis ATCC 29413	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1
Anaerobaculum mobile DSM 13181	1	1	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0
Anaerococcus prevotii DSM 20548	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Anaerolinea thermophila UNI-1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0
Anaeromyxobacter dehalogenans 2CP-1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0
Anaeromyxobacter dehalogenans 2CP-C	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1	0
Anaeromyxobacter sp. Fw109-5	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	1	1
Anaeromyxobacter sp. K	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0
Anaplasma centrale str. Israel	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Anaplasma marginale str. Florida	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Anaplasma phagocytophilum str. JM	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Anoxybacillus flavithermus WK1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
Aquifex aeolicus VF5	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1
Arcanobacterium haemolyticum DSM 20595	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0
Archaeoglobus fulgidus DSM 4304	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0
Archaeoglobus profundus DSM 5631	1	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0
Archaeoglobus sulfaticallidus PM70-1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0
Archaeoglobus veneficus SNP6	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1
Arcobacter butzleri RM4018	1	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
Arcobacter nitrofigilis DSM 7299	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
Arcobacter sp. L	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
Aromatoleum aromaticum EbN1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0
Arthrobacter arilaitensis Re117	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
Arthrobacter aurescens TC1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Arthrobacter chlorophenolicus A6	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0
Arthrobacter phenanthrenivorans Sphe3	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Arthrobacter sp. FB24	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
Arthrospira platensis NIES-39	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1
