	sulfur	carbon	oxygen	iron	nitrogen
GCF_000017405.1_ASM1740v1_protein.faa.named.faa	-0.471	2.669	3.443	4.321	14.878
GCF_000473995.1_ASM47399v1_protein.faa.named.faa	1.756	11.053	1.415	1.730	7.443
GCF_000012885.1_ASM1288v1_protein.faa.named.faa	4.165	10.467	5.986	4.634	13.262
GCF_000166415.1_ASM16641v1_protein.faa.named.faa	1.338	18.887	1.305	1.040	6.880
GCF_000473245.1_ASM47324v1_protein.faa.named.faa	2.006	3.371	3.983	3.461	13.580
GCF_000016745.1_ASM1674v1_protein.faa.named.faa	4.815	8.136	5.062	9.136	15.541
GCF_000007825.1_ASM782v1_protein.faa.named.faa	2.646	1.996	3.835	3.726	13.763
GCF_000816085.1_ASM81608v1_protein.faa.named.faa	0.697	0.725	2.952	2.076	9.903
GCF_000192745.1_ASM19274v1_protein.faa.named.faa	-0.002	4.789	4.502	5.778	16.595
GCF_000011065.1_ASM1106v1_protein.faa.named.faa	-0.668	6.689	1.516	5.099	9.268
GCF_000756615.1_ASM75661v1_protein.faa.named.faa	4.056	6.267	5.689	3.940	14.618
GCF_000014765.1_ASM1476v1_protein.faa.named.faa	-1.367	3.969	3.562	7.878	14.277
GCF_000009225.2_ASM922v1_protein.faa.named.faa	-1.288	3.500	3.644	5.435	16.418
GCF_000993785.2_ASM99378v2_protein.faa.named.faa	0.512	3.239	3.454	2.241	15.051
GCF_000447675.1_ASM44767v1_protein.faa.named.faa	0.433	-0.067	0.301	0.865	4.865
GCF_000212675.2_ASM21267v2_protein.faa.named.faa	9.846	14.590	5.514	5.771	13.782
GCF_000022565.1_ASM2256v1_protein.faa.named.faa	1.063	7.380	4.522	6.216	14.501
GCF_000875755.1_ASM87575v1_protein.faa.named.faa	-0.675	-0.311	0.383	-0.035	0.100
GCF_000019445.1_ASM1944v1_protein.faa.named.faa	0.690	3.114	3.742	7.498	15.216
GCF_001466725.1_ASM146672v1_protein.faa.named.faa	0.484	2.851	2.786	8.341	11.892
GCF_000970305.1_ASM97030v1_protein.faa.named.faa	5.870	78.274	5.659	0.757	11.010
GCF_000499645.1_IRBG74_protein.faa.named.faa	-2.069	4.348	6.325	7.639	17.728
GCF_001046955.1_ASM104695v1_protein.faa.named.faa	4.709	5.568	3.547	6.404	16.391
GCF_000265505.1_ASM26550v1_protein.faa.named.faa	-0.619	1.830	2.197	4.331	9.268
GCF_001010785.1_ASM101078v1_protein.faa.named.faa	0.735	3.832	3.362	5.650	16.008
GCF_000144695.1_ASM14469v1_protein.faa.named.faa	4.643	14.368	2.333	0.651	7.529
GCF_000801315.1_ASM80131v1_protein.faa.named.faa	-0.214	0.960	2.004	5.136	11.382
GCF_000023345.1_ASM2334v1_protein.faa.named.faa	-1.331	14.561	4.647	3.929	16.695
GCF_000018005.1_ASM1800v1_protein.faa.named.faa	0.729	6.114	6.356	2.831	17.656
GCF_000027325.1_ASM2732v1_protein.faa.named.faa	-0.781	-0.845	0.051	-0.061	-0.171
GCF_000006785.2_ASM678v2_protein.faa.named.faa	-1.649	0.819	0.338	0.216	0.634
GCF_000495505.1_ASM49550v1_protein.faa.named.faa	4.218	4.846	2.360	8.183	11.947
GCF_000251105.1_ASM25110v1_protein.faa.named.faa	6.907	67.424	3.409	0.881	8.593
GCF_000696485.1_ASM69648v1_protein.faa.named.faa	1.688	1.885	3.562	5.315	13.950
GCF_000176935.3_ASM17693v3_protein.faa.named.faa	-0.722	16.138	6.946	5.274	17.776
GCF_000196515.1_ASM19651v1_protein.faa.named.faa	2.754	9.285	7.493	3.272	15.114
GCF_000013445.1_ASM1344v1_protein.faa.named.faa	5.122	73.622	4.506	1.068	9.272
GCF_000233775.1_ASM23377v1_protein.faa.named.faa	3.884	7.258	-0.502	1.340	5.643
GCF_000217715.1_ASM21771v1_protein.faa.named.faa	2.050	11.245	3.154	1.303	13.700
GCF_000008265.1_ASM826v1_protein.faa.named.faa	1.924	2.545	1.890	2.527	10.867
GCF_000184745.1_ASM18474v1_protein.faa.named.faa	-1.228	7.128	4.647	4.022	16.178
GCF_000072485.1_ASM7248v1_protein.faa.named.faa	0.293	3.300	1.758	4.290	12.630
GCF_000953135.1_LFA_protein.faa.named.faa	-1.712	0.711	1.686	6.446	11.052
GCF_000061505.1_ASM6150v1_protein.faa.named.faa	1.825	7.216	6.373	9.165	17.508
GCF_001693255.1_ASM169325v1_protein.faa.named.faa	3.913	8.931	8.155	4.000	15.187
GCF_000215105.1_ASM21510v1_protein.faa.named.faa	-2.039	1.618	3.251	2.460	13.423
GCF_000163895.2_ASM16389v2_protein.faa.named.faa	0.702	0.214	-0.509	0.929	2.630
GCF_000177635.2_ASM17763v2_protein.faa.named.faa	4.297	8.311	5.541	6.385	13.714
GCF_000022385.1_ASM2238v1_protein.faa.named.faa	4.919	3.568	2.560	1.921	11.828
GCF_001547975.1_ASM154797v1_protein.faa.named.faa	-0.352	-0.500	0.002	-0.177	0.139
GCF_000007625.1_ASM762v1_protein.faa.named.faa	0.628	6.965	0.302	1.164	5.871
GCF_000478825.2_ASM47882v2_protein.faa.named.faa	3.954	8.514	7.640	3.777	15.064
GCF_000831005.1_ASM83100v1_protein.faa.named.faa	-0.277	3.347	1.146	3.403	12.751
GCF_000014905.1_ASM1490v1_protein.faa.named.faa	1.295	5.261	3.584	7.212	16.642
GCF_000055945.1_ASM5594v1_protein.faa.named.faa	3.063	1.816	0.467	4.300	4.325
GCF_000195335.1_ASM19533v1_protein.faa.named.faa	4.984	2.591	3.103	4.298	13.549
GCF_000009685.1_ASM968v1_protein.faa.named.faa	2.141	3.149	-0.020	0.669	5.515
GCF_000219045.1_ASM21904v1_protein.faa.named.faa	1.865	3.246	0.069	0.822	8.862
GCF_000023245.1_ASM2324v1_protein.faa.named.faa	-0.611	3.189	3.878	2.788	15.578
GCF_001458475.1_KKKWG1_protein.faa.named.faa	-0.196	2.157	2.165	3.234	10.670
GCF_000020625.1_ASM2062v1_protein.faa.named.faa	7.927	12.144	4.792	6.006	11.958
GCF_000007585.1_ASM758v1_protein.faa.named.faa	-0.063	-0.254	-0.652	4.932	4.333
GCF_000179575.2_ASM17957v2_protein.faa.named.faa	6.027	76.593	4.981	0.735	8.441
GCF_000010045.1_ASM1004v1_protein.faa.named.faa	4.323	15.548	4.809	7.001	12.880
GCF_000194625.1_ASM19462v1_protein.faa.named.faa	10.476	30.221	2.749	3.636	9.456
GCF_000020285.1_ASM2028v1_protein.faa.named.faa	1.868	7.843	1.771	0.599	6.656
GCF_000277715.1_ASM27771v1_protein.faa.named.faa	0.854	3.568	0.219	5.254	9.957
GCF_000470655.1_HATI1_protein.faa.named.faa	2.290	9.605	2.761	3.519	10.770
GCF_001447335.1_ASM144733v1_protein.faa.named.faa	2.119	5.974	3.133	9.571	14.626
GCF_000330865.1_ASM33086v1_protein.faa.named.faa	0.062	4.445	3.652	6.245	15.474
GCF_000021285.1_ASM2128v1_protein.faa.named.faa	0.404	2.869	-0.582	1.052	6.262
GCF_000093165.1_ASM9316v1_protein.faa.named.faa	0.623	-0.194	1.592	3.185	2.870
GCF_000015185.1_ASM1518v1_protein.faa.named.faa	2.262	4.675	2.966	10.026	11.065
GCF_000240325.1_ASM24032v1_protein.faa.named.faa	1.254	6.476	4.912	2.632	16.213
GCF_000091305.1_ASM9130v1_protein.faa.named.faa	1.092	3.421	3.307	2.718	15.920
GCF_000143165.1_ASM14316v1_protein.faa.named.faa	4.141	11.134	1.993	4.463	11.582
GCF_000500935.1_ASM50093v1_protein.faa.named.faa	-0.628	0.165	0.387	0.137	0.615
GCF_000446015.1_ASM44601v1_protein.faa.named.faa	6.627	8.250	-0.432	0.534	6.805
GCF_000152245.2_ASM15224v2_protein.faa.named.faa	1.175	16.221	3.841	0.476	7.392
GCF_000014705.1_ASM1470v1_protein.faa.named.faa	2.083	4.749	2.735	9.602	12.811
GCF_001021385.1_ASM102138v1_protein.faa.named.faa	0.414	3.721	3.946	2.352	15.906
GCF_000376545.2_ASM37654v2_protein.faa.named.faa	1.711	5.106	3.885	3.650	14.432
GCF_000304455.1_CCh_cEper1_protein.faa.named.faa	-0.369	-0.401	0.584	0.060	1.552
GCF_000195555.1_ASM19555v1_protein.faa.named.faa	-0.399	1.501	1.200	2.048	9.438
GCF_000014145.1_ASM1414v1_protein.faa.named.faa	0.879	3.615	3.076	6.130	14.349
GCF_000632475.1_ASM63247v2_protein.faa.named.faa	1.668	15.843	6.212	8.570	18.159
GCF_000009745.1_ASM974v1_protein.faa.named.faa	0.875	2.780	3.034	9.731	12.170
GCF_000023925.1_ASM2392v1_protein.faa.named.faa	-1.599	-0.793	1.900	2.443	8.556
GCF_000024605.1_ASM2460v1_protein.faa.named.faa	12.285	13.529	1.607	4.551	8.258
GCF_000020385.1_ASM2038v1_protein.faa.named.faa	6.086	7.042	3.311	6.834	14.414
GCF_000270165.1_ASM27016v1_protein.faa.named.faa	-1.107	0.423	1.641	0.810	3.162
GCF_000015265.1_ASM1526v1_protein.faa.named.faa	2.377	2.875	3.402	3.410	15.171
GCF_000239975.1_ASM23997v1_protein.faa.named.faa	1.670	5.848	2.142	2.094	13.730
GCF_001652505.1_ASM165250v1_protein.faa.named.faa	1.640	6.297	2.094	2.152	13.971
GCF_000011445.1_ASM1144v1_protein.faa.named.faa	-0.646	-0.605	0.010	-0.035	-0.171
GCF_000499765.1_Methanobacterium_protein.faa.named.faa	5.873	74.462	4.229	0.596	9.301
GCF_000198775.1_ASM19877v1_protein.faa.named.faa	-1.312	3.536	3.147	3.107	13.488
GCF_001548235.1_ASM154823v1_protein.faa.named.faa	0.389	0.766	2.540	0.870	7.883
GCF_000260965.1_ASM26096v1_protein.faa.named.faa	2.320	16.894	3.524	3.452	14.043
GCF_000742855.1_ASM74285v1_protein.faa.named.faa	2.570	4.174	3.786	3.668	14.093
GCF_000800805.1_ASM80080v1_protein.faa.named.faa	3.693	28.629	3.099	0.529	5.719
GCF_000014505.1_ASM1450v1_protein.faa.named.faa	-0.822	0.306	0.715	-0.295	1.298
GCF_000015765.1_ASM1576v1_protein.faa.named.faa	3.851	71.224	3.607	0.793	8.861
GCF_000550805.1_ASM55080v1_protein.faa.named.faa	1.055	2.478	5.003	3.281	10.916
GCF_000016265.1_ASM1626v1_protein.faa.named.faa	-2.065	5.407	3.961	4.936	15.937
GCF_000340885.1_ASM34088v1_protein.faa.named.faa	3.045	12.909	3.692	1.910	10.421
GCF_000834395.1_ASM83439v1_protein.faa.named.faa	1.329	5.543	2.923	6.502	14.478
GCF_000521525.1_ASM52152v1_protein.faa.named.faa	2.167	2.729	2.584	1.119	7.216
GCF_000550785.1_ASM55078v1_protein.faa.named.faa	-0.111	0.969	3.946	2.889	9.959
GCF_000020725.1_ASM2072v1_protein.faa.named.faa	4.840	9.607	4.976	9.278	15.342
GCF_000147815.2_ASM14781v3_protein.faa.named.faa	-0.295	2.515	3.442	2.860	15.526
GCF_000018845.1_ASM1884v1_protein.faa.named.faa	0.422	17.528	7.203	6.173	17.266
GCF_000019285.1_ASM1928v1_protein.faa.named.faa	2.125	2.907	0.739	0.306	8.413
GCF_000018685.1_ASM1868v1_protein.faa.named.faa	2.123	10.054	1.944	1.028	7.642
GCF_000731295.1_RG1141_Ch_pA_pB_protein.faa.named.faa	-1.356	5.968	6.448	3.965	17.569
GCF_000970325.1_ASM97032v1_protein.faa.named.faa	3.811	77.072	5.306	4.539	11.765
GCF_000299095.1_ASM29909v1_protein.faa.named.faa	0.525	7.961	1.713	4.104	10.607
GCF_000953535.1_E5B_protein.faa.named.faa	-1.053	1.794	1.276	3.401	5.722
GCF_000238215.1_ASM23821v1_protein.faa.named.faa	0.019	0.048	-0.498	3.353	3.878
GCF_000347675.2_ASM34767v2_protein.faa.named.faa	-0.966	2.480	4.122	7.785	14.244
GCF_000967915.1_ASM96791v1_protein.faa.named.faa	-1.033	-0.082	-0.120	0.865	3.031
GCF_000012725.1_ASM1272v1_protein.faa.named.faa	-0.065	1.858	4.630	4.683	14.621
GCF_000009025.1_ASM902v1_protein.faa.named.faa	5.505	11.297	1.199	1.604	8.631
GCF_000758265.1_ASM75826v1_protein.faa.named.faa	0.277	4.074	3.799	7.702	16.429
GCF_000755725.1_ASM75572v1_protein.faa.named.faa	-0.397	5.040	3.311	5.425	15.667
GCF_000026685.1_ASM2668v1_protein.faa.named.faa	-2.668	0.537	3.331	3.021	7.497
GCF_000011905.1_ASM1190v1_protein.faa.named.faa	5.547	18.381	3.933	1.604	9.297
GCF_000287295.1_ASM28729v1_protein.faa.named.faa	-0.163	-0.412	1.429	0.681	1.258
GCF_000165465.1_ASM16546v1_protein.faa.named.faa	1.258	1.460	-0.328	1.117	5.254
GCF_000512915.1_ASM51291v1_protein.faa.named.faa	0.928	6.193	0.736	0.966	8.021
GCF_000020645.1_ASM2064v1_protein.faa.named.faa	11.296	11.635	5.589	6.521	12.176
GCF_001266755.1_ASM126675v1_protein.faa.named.faa	-2.272	-0.207	3.733	2.363	10.935
GCF_000017225.1_ASM1722v1_protein.faa.named.faa	4.633	76.744	3.924	0.719	6.935
GCF_000761155.1_ASM76115v1_protein.faa.named.faa	-0.985	3.942	4.091	5.385	14.535
GCF_000169195.2_ASM16919v2_protein.faa.named.faa	2.633	0.029	3.852	4.252	10.624
GCF_001514355.1_ASM151435v1_protein.faa.named.faa	0.099	4.094	3.799	7.702	16.488
GCF_000292915.1_ASM29291v1_protein.faa.named.faa	-0.833	3.994	4.227	4.703	16.624
GCF_001442785.1_ASM144278v1_protein.faa.named.faa	-1.149	2.577	3.519	4.209	15.836
GCF_000023445.1_ASM2344v1_protein.faa.named.faa	10.309	9.636	4.856	3.817	11.401
GCF_000009405.1_ASM940v1_protein.faa.named.faa	2.342	2.443	2.470	2.265	9.693
GCF_000970085.1_ASM97008v1_protein.faa.named.faa	5.151	78.995	4.730	2.655	12.069
GCF_000969905.1_ASM96990v1_protein.faa.named.faa	6.000	78.828	4.800	0.429	9.924
GCF_000024765.1_ASM2476v1_protein.faa.named.faa	3.954	6.016	5.452	4.247	15.755
GCF_000196655.1_ASM19665v1_protein.faa.named.faa	5.618	77.065	5.999	3.986	11.465
GCF_001553915.1_ASM155391v1_protein.faa.named.faa	-1.299	-0.050	0.163	0.030	2.706
GCF_000953355.1_XNC2_protein.faa.named.faa	-0.174	4.365	3.440	1.970	12.803
GCF_000236665.1_ASM23666v1_protein.faa.named.faa	2.979	6.732	5.514	8.697	16.774
GCF_000959505.1_ASM95950v1_protein.faa.named.faa	-1.266	3.690	3.311	4.703	16.108
GCF_000439455.1_ASM43945v1_protein.faa.named.faa	-0.644	-0.042	0.087	0.218	0.142
GCF_001433955.1_ASM143395v1_protein.faa.named.faa	0.788	2.802	0.879	0.284	4.419
GCF_000463395.1_ASM46339v1_protein.faa.named.faa	-1.784	-0.853	-0.044	0.158	1.392
GCF_000818015.1_ASM81801v1_protein.faa.named.faa	3.209	6.910	4.248	8.259	16.091
GCF_000009625.1_ASM962v1_protein.faa.named.faa	-0.519	6.692	6.195	3.889	17.520
GCF_000013745.1_ASM1374v1_protein.faa.named.faa	0.957	11.194	6.644	9.274	17.334
GCF_000011025.1_ASM1102v1_protein.faa.named.faa	0.389	0.317	2.588	0.870	7.642
GCF_000024805.1_ASM2480v1_protein.faa.named.faa	-0.352	2.759	3.750	7.152	15.407
GCF_000300235.2_ASM30023v2_protein.faa.named.faa	-1.331	2.528	4.024	6.396	15.938
GCF_000260985.3_ASM26098v2_protein.faa.named.faa	2.798	16.029	4.970	4.019	15.123
GCF_000496595.1_ASM49659v1_protein.faa.named.faa	0.158	1.035	1.615	0.688	6.849
GCF_000801295.1_ASM80129v1_protein.faa.named.faa	10.713	6.503	3.047	8.025	14.549
GCF_000017185.1_ASM1718v1_protein.faa.named.faa	5.872	77.295	4.981	0.712	8.361
GCF_000011365.1_ASM1136v1_protein.faa.named.faa	2.082	6.805	7.335	7.935	19.282
GCF_000023905.1_ASM2390v1_protein.faa.named.faa	0.439	-0.312	0.766	-0.165	3.255
GCF_001294645.1_ASM129464v1_protein.faa.named.faa	-1.508	3.212	4.597	2.860	15.905
GCF_001642655.1_ASM164265v1_protein.faa.named.faa	1.343	4.923	4.077	1.067	6.888
GCF_000027085.1_ASM2708v1_protein.faa.named.faa	2.093	5.540	2.669	6.187	14.914
GCF_000317555.1_ASM31755v1_protein.faa.named.faa	0.955	7.400	7.219	3.842	16.416
GCF_000243115.2_ASM24311v3_protein.faa.named.faa	0.082	2.882	2.868	5.582	13.488
GCF_001689125.1_ASM168912v1_protein.faa.named.faa	3.480	14.496	2.239	0.741	8.594
GCF_000007145.1_ASM714v1_protein.faa.named.faa	-1.667	3.696	3.598	5.669	15.196
GCF_000182745.2_ASM18274v1_protein.faa.named.faa	-1.146	2.975	3.671	6.188	13.618
GCF_000734015.1_ASM73401v1_protein.faa.named.faa	10.477	13.403	2.145	5.540	10.083
GCF_001477625.1_ASM147762v1_protein.faa.named.faa	-0.612	3.618	3.362	8.107	16.217
GCF_000143885.2_ASM14388v2_protein.faa.named.faa	-1.503	2.249	4.605	2.093	14.463
GCF_000021885.1_ASM2188v1_protein.faa.named.faa	2.538	1.253	-0.450	5.021	6.496
GCF_000953655.1_LHA_protein.faa.named.faa	-1.533	0.549	2.323	5.286	11.685
GCF_000226295.1_ASM22629v1_protein.faa.named.faa	1.780	7.714	4.893	6.538	12.951
GCF_000217795.1_ASM21779v1_protein.faa.named.faa	10.392	20.491	4.616	5.467	11.147
GCF_000764535.1_ASM76453v1_protein.faa.named.faa	-1.631	2.598	2.804	5.768	14.721
GCF_000012585.1_ASM1258v1_protein.faa.named.faa	11.261	7.581	5.486	7.463	12.549
GCF_000017625.1_ASM1762v1_protein.faa.named.faa	4.903	74.236	5.038	1.508	10.790
GCF_000085865.1_ASM8586v1_protein.faa.named.faa	-0.352	-0.500	0.002	-0.116	0.139
GCF_000010205.1_ASM1020v1_protein.faa.named.faa	0.563	1.568	1.466	3.719	7.184
GCF_000166095.1_ASM16609v1_protein.faa.named.faa	5.398	75.988	5.084	0.512	7.841
GCF_000025485.1_ASM2548v1_protein.faa.named.faa	10.103	11.776	5.766	7.995	14.886
GCF_000969885.1_ASM96988v1_protein.faa.named.faa	5.211	78.815	4.726	1.145	10.706
GCF_001511755.1_Shine_protein.faa.named.faa	2.242	3.780	4.325	7.639	17.100
GCF_000153165.2_ASM15316v2_protein.faa.named.faa	1.226	3.319	3.168	5.761	13.457
GCF_000011105.1_ASM1110v1_protein.faa.named.faa	5.450	7.145	-0.351	0.103	5.527
GCF_001077715.1_ASM107771v1_protein.faa.named.faa	0.448	1.562	0.839	1.618	6.678
GCF_000219215.1_ASM21921v1_protein.faa.named.faa	1.290	3.571	4.448	7.252	17.125
GCF_000024965.1_ASM2496v1_protein.faa.named.faa	-1.219	5.771	2.336	2.881	12.754
GCF_000287355.1_ASM28735v1_protein.faa.named.faa	0.259	0.164	0.816	0.148	1.087
GCF_001484565.1_ASM148456v1_protein.faa.named.faa	2.691	3.444	3.448	2.718	16.324
GCF_001294425.1_ASM129442v1_protein.faa.named.faa	-0.554	2.852	4.518	2.738	15.619
GCF_000021565.1_ASM2156v1_protein.faa.named.faa	9.154	8.892	3.525	7.906	13.584
GCF_000019165.1_ASM1916v1_protein.faa.named.faa	5.097	11.691	3.507	6.492	11.977
GCF_000330885.1_ASM33088v1_protein.faa.named.faa	-0.301	6.724	6.339	3.650	17.507
GCF_000164985.3_ASM16498v2_protein.faa.named.faa	3.125	3.065	3.614	1.950	10.016
GCF_000008485.1_ASM848v1_protein.faa.named.faa	0.891	1.823	1.818	6.450	10.134
GCF_000010185.1_ASM1018v1_protein.faa.named.faa	0.644	1.250	-0.590	0.474	4.324
GCF_000444875.1_ASM44487v1_protein.faa.named.faa	0.856	3.469	3.645	2.849	15.931
GCF_000355675.1_ASM35567v1_protein.faa.named.faa	-0.409	2.972	4.212	6.702	12.488
GCF_000023085.1_ASM2308v1_protein.faa.named.faa	2.836	1.153	0.066	0.356	3.156
GCF_000014005.1_ASM1400v1_protein.faa.named.faa	3.624	5.996	3.705	6.308	15.742
GCF_000009045.1_ASM904v1_protein.faa.named.faa	1.963	1.191	3.424	3.304	12.781
GCF_000015865.1_ASM1586v1_protein.faa.named.faa	2.488	9.087	4.932	1.279	8.716
GCF_000316515.1_ASM31651v1_protein.faa.named.faa	2.914	8.078	6.945	4.000	15.304
GCF_001281485.1_ASM128148v1_protein.faa.named.faa	-0.221	3.137	3.461	4.735	13.713
GCF_000155675.2_ASM15567v2_protein.faa.named.faa	0.639	4.411	4.695	4.017	15.877
GCF_000196275.1_ASM19627v1_protein.faa.named.faa	0.857	2.714	3.278	3.986	14.780
GCF_000734895.2_ASM73489v2_protein.faa.named.faa	3.177	11.062	6.983	3.767	17.596
GCF_000015665.1_ASM1566v1_protein.faa.named.faa	1.890	6.769	6.758	2.941	9.746
GCF_000786695.1_ASM78669v1_protein.faa.named.faa	-0.901	5.784	4.299	3.857	16.054
GCF_000012465.1_ASM1246v1_protein.faa.named.faa	2.684	5.276	8.378	3.421	11.138
GCF_001021935.1_ASM102193v1_protein.faa.named.faa	-1.853	3.307	3.569	4.505	14.955
GCF_000020365.1_ASM2036v1_protein.faa.named.faa	8.989	16.468	4.782	6.936	13.513
GCF_000286275.1_ASM28627v1_protein.faa.named.faa	1.901	5.686	2.779	2.409	14.291
GCF_000015285.1_ASM1528v1_protein.faa.named.faa	0.089	3.566	4.234	6.848	12.732
GCF_000016725.1_ASM1672v1_protein.faa.named.faa	2.437	5.028	3.325	3.918	14.456
GCF_000819565.1_ASM81956v1_protein.faa.named.faa	2.345	6.764	3.856	4.025	15.041
GCF_000196215.1_ASM19621v1_protein.faa.named.faa	-0.965	-0.359	0.575	-0.154	0.553
GCF_000215995.1_ASM21599v1_protein.faa.named.faa	7.811	11.385	-0.220	0.367	5.925
GCF_000025565.1_ASM2556v1_protein.faa.named.faa	1.803	5.848	2.142	2.094	13.730
GCF_000300255.2_ASM30025v2_protein.faa.named.faa	4.044	28.073	4.897	0.529	8.681
GCF_001687585.2_ASM168758v2_protein.faa.named.faa	-1.263	1.445	3.288	3.583	10.020
GCF_000236405.1_ASM23640v1_protein.faa.named.faa	0.509	-1.340	1.446	4.471	2.591
GCF_000508205.1_ASM50820v1_protein.faa.named.faa	1.145	3.790	3.514	5.507	16.481
GCF_000166075.1_ASM16607v1_protein.faa.named.faa	4.400	8.741	3.068	4.139	14.427
GCF_000012345.1_ASM1234v1_protein.faa.named.faa	-0.072	2.698	2.141	4.180	11.132
GCF_000194605.1_ASM19460v1_protein.faa.named.faa	-1.357	1.174	2.155	4.363	9.515
GCF_001443605.1_ASM144360v1_protein.faa.named.faa	3.409	3.211	0.917	6.252	9.060
GCF_000350305.1_ASM35030v1_protein.faa.named.faa	3.712	24.855	2.554	0.684	6.658
GCF_000477415.1_ASM47741v1_protein.faa.named.faa	-0.043	-0.153	0.010	-0.082	0.139
GCF_000478905.1_ASM47890v1_protein.faa.named.faa	2.482	4.963	2.056	0.647	7.647
GCF_000817975.1_ASM81797v1_protein.faa.named.faa	2.055	7.759	5.372	6.369	16.885
GCF_000299995.1_ASM29999v1_protein.faa.named.faa	-1.010	2.186	3.821	6.780	11.131
GCF_000018285.1_ASM1828v1_protein.faa.named.faa	1.766	4.646	2.886	9.832	12.516
GCF_000463015.1_ASM46301v1_protein.faa.named.faa	-0.127	14.562	4.516	3.807	16.287
GCF_000020045.1_ASM2004v1_protein.faa.named.faa	0.780	17.911	5.929	4.703	18.062
GCF_000941075.1_ASM94107v1_protein.faa.named.faa	-0.488	-0.605	0.010	-0.061	-0.115
GCF_000200595.1_ASM20059v1_protein.faa.named.faa	3.672	3.846	1.723	7.300	9.404
GCF_000209655.1_ASM20965v1_protein.faa.named.faa	-1.400	3.539	3.475	3.584	14.881
GCF_000724775.3_ASM72477v3_protein.faa.named.faa	1.226	1.628	2.240	4.026	11.275
GCF_001263175.1_ASM126317v1_protein.faa.named.faa	0.848	1.367	1.509	6.047	10.934
GCF_000230695.2_ASM23069v3_protein.faa.named.faa	-0.721	4.934	3.055	4.744	13.928
GCF_000262715.1_ASM26271v1_protein.faa.named.faa	0.603	-0.219	1.592	3.185	2.870
GCF_000020865.1_ASM2086v1_protein.faa.named.faa	4.621	6.169	1.622	4.782	12.993
GCF_000012845.1_ASM1284v1_protein.faa.named.faa	1.184	2.904	1.270	4.936	7.854
GCF_000019845.1_ASM1984v1_protein.faa.named.faa	0.594	4.950	6.404	6.892	17.592
GCF_000970265.1_ASM97026v1_protein.faa.named.faa	5.444	78.621	5.058	2.294	10.303
GCF_000835165.1_ASM83516v1_protein.faa.named.faa	-0.510	0.983	4.679	2.411	10.068
GCF_000021425.1_ASM2142v1_protein.faa.named.faa	0.599	0.631	1.722	1.298	3.285
GCF_001262055.1_ASM126205v1_protein.faa.named.faa	0.142	0.152	-0.646	0.279	6.489
GCF_000023725.1_ASM2372v1_protein.faa.named.faa	-0.494	0.029	1.098	3.467	9.158
GCF_000016665.1_ASM1666v1_protein.faa.named.faa	5.094	7.547	5.099	3.764	14.338
GCF_000300005.1_ASM30000v1_protein.faa.named.faa	2.463	2.669	4.597	7.615	13.887
GCF_000981545.1_Y1_protein.faa.named.faa	5.241	14.911	4.319	7.267	15.897
GCF_001020955.1_ASM102095v1_protein.faa.named.faa	5.169	6.388	3.555	3.909	14.351
GCF_000014045.1_ASM1404v1_protein.faa.named.faa	3.223	9.781	5.781	6.546	17.133
GCF_000196475.1_ASM19647v1_protein.faa.named.faa	0.365	5.165	3.284	2.218	12.929
GCF_001308145.2_ASM130814v2_protein.faa.named.faa	-1.197	0.367	0.891	-0.135	1.573
GCF_000170955.2_ASM17095v2_protein.faa.named.faa	-0.999	-0.359	0.575	-0.154	0.553
GCF_000237085.1_ASM23708v1_protein.faa.named.faa	2.083	13.354	4.894	0.992	8.997
GCF_000231405.2_ASM23140v3_protein.faa.named.faa	3.777	13.808	2.298	7.093	12.219
GCF_000175935.2_ASM17593v2_protein.faa.named.faa	0.599	7.567	6.002	6.632	17.177
GCF_000017005.1_ASM1700v1_protein.faa.named.faa	-1.026	-0.837	0.039	0.609	2.271
GCF_000019945.1_ASM1994v1_protein.faa.named.faa	1.112	17.463	7.071	5.915	17.326
GCF_001644565.1_ASM164456v1_protein.faa.named.faa	1.037	2.705	3.780	3.029	13.969
GCF_000224985.1_ASM22498v1_protein.faa.named.faa	-0.211	1.640	1.703	0.701	1.843
GCF_000523235.1_ASM52323v1_protein.faa.named.faa	-0.249	3.708	4.465	2.849	15.937
GCF_000012385.1_ASM1238v1_protein.faa.named.faa	0.176	1.188	1.923	3.719	7.208
GCF_000287215.2_ASM28721v3_protein.faa.named.faa	0.957	4.518	2.911	8.272	14.905
GCF_000807225.1_ASM80722v1_protein.faa.named.faa	-0.462	1.537	2.747	4.453	10.937
GCF_000225325.1_ASM22532v1_protein.faa.named.faa	-1.038	0.280	0.578	-0.005	1.179
GCF_000332115.1_ASM33211v1_protein.faa.named.faa	-1.517	-1.454	2.375	3.294	6.309
GCF_000271405.2_ASM27140v2_protein.faa.named.faa	-0.171	-0.493	1.520	0.680	3.142
GCF_000006745.1_ASM674v1_protein.faa.named.faa	0.378	3.296	2.743	8.058	11.555
GCF_000014825.1_ASM1482v1_protein.faa.named.faa	1.788	11.540	7.604	10.119	17.997
GCF_000020165.1_ASM2016v1_protein.faa.named.faa	1.750	3.505	1.655	1.191	6.981
GCF_000027345.1_ASM2734v1_protein.faa.named.faa	-0.725	-0.894	0.002	-0.035	-0.115
GCF_000186225.1_ASM18622v1_protein.faa.named.faa	0.361	4.411	1.015	1.323	6.923
