ID 	Specie 	SS	Kigdom 	Phylum 	Class 	Order 	Family 	Genus 	Guild	Category
GCF_000011685.1	Gluconobacter oxydans 621H	-0.662	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Gluconobacter	NS	NS
GCF_000011725.1	Helicobacter pylori 51	2.185	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Helicobacteraceae	 Helicobacter	NS	NS
GCF_000011745.1	Candidatus Blochmannia pennsylvanicus str. BPEN	2.125	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 ant endosymbionts	NS	NS
GCF_000011785.1	Haemophilus somnus 129PT	2.959	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Histophilus	NS	NS
GCF_000011805.1	Vibrio fischeri ES114	0.88	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Aliivibrio	NS	NS
GCF_000011825.1	Streptococcus thermophilus LMG 18311	-0.856	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	NS
GCF_000011945.1	Anaplasma marginale str. St. Maries	0.923	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Anaplasmataceae	 Anaplasma	NS	NS
GCF_000011985.1	Lactobacillus acidophilus NCFM	-1.834	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	NS	NS
GCF_000012085.1	Borrelia turicatae 91E135	-0.755	 Bacteria	 Spirochaetes	 Spirochaetales	 Borreliaceae	 Borrelia	0	NS	NS
GCF_000012145.1	Rickettsia felis URRWXCal2	0.125	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Rickettsieae	NS	NS
GCF_000012185.1	Haemophilus influenzae 86-028NP	3.157	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Haemophilus	NS	NS
GCF_000012205.1	Pseudomonas savastanoi pv. phaseolicola 1448A	-0.779	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000012225.1	Aster yellows witches'-broom phytoplasma AYWB	-0.209	 Bacteria	 Tenericutes	 Mollicutes	 Acholeplasmatales	 Acholeplasmataceae	 Candidatus Phytoplasma,	NS	NS
GCF_000012245.1	Pseudomonas syringae pv. syringae B728a	-0.905	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas,	NS	NS
GCF_000012265.1	Pseudomonas protegens Pf-5	-0.097	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000012305.1	Psychrobacter arcticus 273-4	3.157	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae	 Psychrobacter	NS	NS
GCF_000012325.1	Colwellia psychrerythraea 34H	-0.911	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Colwellia	NS	NS
GCF_000012345.1	Candidatus Pelagibacter ubique HTCC1062	0.254	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 Candidatus Pelagibacter	NS	NS
GCF_000012365.1	Burkholderia thailandensis E264	-1.041	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	NS	NS
GCF_000012385.1	Rickettsia bellii RML369-C	0.324	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Rickettsieae	NS	NS
GCF_000012405.1	Thermobifida fusca YX	1.853	 Bacteria	 Actinobacteria	 Streptosporangiales	 Nocardiopsaceae	 Thermobifida	0	NS	NS
GCF_000012425.1	Dechloromonas aromatica RCB	3.941	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Dechloromonas	NS	NS
GCF_000012445.1	Pseudomonas fluorescens Pf0-1	1.242	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000012465.1	Prochlorococcus marinus str. NATL2A	2.932	 Bacteria	 Cyanobacteria	 Prochlorales	 Prochlorococcaceae	 Prochlorococcus	0	NS	NS
GCF_000012505.1	Synechococcus sp. CC9902	2.8	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechococcus	0	NS	NS
GCF_000012565.1	Ehrlichia canis str. Jake	0.569	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Anaplasmataceae	 Ehrlichia	NS	NS
GCF_000012625.1	Synechococcus sp. CC9605	2.244	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechococcus	0	NS	NS
GCF_000012645.1	Prochlorococcus marinus str. MIT 9312	2.696	 Bacteria	 Cyanobacteria	 Prochlorales	 Prochlorococcaceae	 Prochlorococcus	0	NS	NS
GCF_000012685.1	Myxococcus xanthus DK 1622	0.134	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Cystobacterineae	 Myxococcaceae	NS	NS
GCF_000012725.1	Nitrobacter winogradskyi Nb-255	0.06	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Nitrobacter	NS	NS
GCF_000012765.1	Mycoplasma capricolum subsp. capricolum ATCC 27343	-0.772	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	NS
GCF_000012805.1	Nitrosococcus oceani ATCC 19707	2.116	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Chromatiaceae	 Nitrosococcus	NS	NS
GCF_000012825.1	Bacteroides vulgatus ATCC 8482	0.339	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	NS	NS
GCF_000012845.1	Parabacteroides distasonis ATCC 8503	1.504	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Parabacteroides	NS	NS
GCF_000012945.1	Burkholderia lata	-0.743	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia,	NS	NS
GCF_000012985.1	Hahella chejuensis KCTC 2396	2.407	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Hahellaceae	 Hahella	NS	NS
GCF_000013005.1	Erythrobacter litoralis HTCC2594	-0.991	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Erythrobacteraceae	 Erythrobacter	NS	NS
GCF_000013025.1	Hyphomonas neptunium ATCC 15444	1.005	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Hyphomonadaceae	 Hyphomonas	NS	NS
GCF_000013045.1	Salinibacter ruber DSM 13855	0.17	 Bacteria	 Bacteroidetes	 Bacteroidetes Order II. Incertae sedis	 Rhodothermaceae	 Salinibacter	0	NS	NS
GCF_000013085.1	Rhodospirillum rubrum ATCC 11170	0.86	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Rhodospirillum	NS	NS
GCF_000013125.1	Anaplasma phagocytophilum str. HZ	0.619	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Anaplasmataceae	 Anaplasma	NS	NS
GCF_000013145.1	Ehrlichia chaffeensis str. Arkansas	0.569	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Anaplasmataceae	 Ehrlichia	NS	NS
GCF_000013165.1	Neorickettsia sennetsu str. Miyayama	0.761	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Anaplasmataceae	 Neorickettsia	NS	NS
GCF_000013185.1	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	2.104	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Candidatus Baumannia	0	0	NS	NS
GCF_000013205.1	Synechococcus sp. JA-3-3Ab	4.078	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechococcus	0	NS	NS
GCF_000013225.1	Synechococcus sp. JA-2-3B'a(2-13)	3.704	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechococcus	0	NS	NS
GCF_000013245.1	Helicobacter pylori HPAG1	2.599	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Helicobacteraceae	 Helicobacter	NS	NS
GCF_000013325.1	Novosphingobium aromaticivorans DSM 12444	-0.912	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Novosphingobium	NS	NS
GCF_000013345.1	Frankia casuarinae	2.123	 Bacteria	 Actinobacteria	 Frankiales	 Frankiaceae	 Frankia	0	NS	NS
GCF_000013365.1	Rhodopseudomonas palustris HaA2	0.807	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Rhodopseudomonas	NS	NS
GCF_000013565.1	Jannaschia sp. CCS1	1.231	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Jannaschia	NS	NS
GCF_000013605.1	Rhodoferax ferrireducens T118	3.011	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Rhodoferax	NS	NS
GCF_000013625.1	Janthinobacterium sp. Marseille	-0.224	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Janthinobacterium	NS	NS
GCF_000013645.1	Paraburkholderia xenovorans LB400	0.832	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Paraburkholderia	NS	NS
GCF_000013665.1	Saccharophagus degradans 2-40	0.049	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Cellvibrionaceae	 Saccharophagus	NS	NS
GCF_000013685.1	Rhodopseudomonas palustris BisB5	2.708	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Rhodopseudomonas	NS	NS
GCF_000013705.1	Methylobacillus flagellatus KT	0.723	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Methylophilales	 Methylophilaceae	 Methylobacillus	NS	NS
GCF_000013725.1	Methanococcoides burtonii DSM 6242	4.394	 Archaea	 Euryarchaeota	 Methanomicrobia	 Methanosarcinales	 Methanosarcinaceae	 Methanococcoides	NS	NS
GCF_000013745.1	Rhodopseudomonas palustris BisB18	1.336	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Rhodopseudomonas	NS	NS
GCF_000013765.1	Shewanella denitrificans OS217	-0.574	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	NS	NS
GCF_000013785.1	Pseudomonas stutzeri A1501	1.928	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000013865.1	Polaromonas sp. JS666	0.935	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Polaromonas	NS	NS
GCF_000013885.1	Nitrobacter hamburgensis X14	1.695	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Nitrobacter	NS	NS
GCF_000013905.1	Psychrobacter cryohalolentis K5	1.106	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae	 Psychrobacter	NS	NS
GCF_000013945.1	Leptospira borgpetersenii serovar Hardjo-bovis str. L550	1.355	 Bacteria	 Spirochaetes	 Leptospirales	 Leptospiraceae	 Leptospira	0	NS	NS
GCF_000013985.1	Sphingopyxis alaskensis RB2256	0.725	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingopyxis	NS	NS
GCF_000014005.1	Candidatus Koribacter versatilis Ellin345	4.029	 Bacteria	 Acidobacteria	 Acidobacteriales	 Acidobacteriaceae	 Candidatus Koribacter	0	NS	NS
GCF_000014025.1	Arcobacter butzleri RM4018	4.366	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Arcobacter	NS	NS
GCF_000014045.1	Roseobacter denitrificans OCh 114	3.43	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Roseobacter	NS	NS
GCF_000014065.1	Ruegeria sp. TM1040	2.071	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Ruegeria	NS	NS
GCF_000014085.1	Burkholderia cenocepacia AU 1054	-0.739	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia,	NS	NS
GCF_000014125.1	Clostridium novyi NT	1.687	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	NS	NS
GCF_000014145.1	Cytophaga hutchinsonii ATCC 33406	1.007	 Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Cytophaga	NS	NS
GCF_000014165.1	Mycobacterium sp. MCS	1.959	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	NS
GCF_000014185.1	Rubrobacter xylanophilus DSM 9941	3.683	 Bacteria	 Actinobacteria	 Rubrobacteria	 Rubrobacterales	 Rubrobacteraceae	 Rubrobacter	NS	NS
GCF_000014205.1	Streptococcus sanguinis SK36	-1.727	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	NS
GCF_000014225.1	Pseudoalteromonas atlantica T6c	-1.389	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Pseudoalteromonadaceae	 Pseudoalteromonas	NS	NS
GCF_000014245.1	Chelativorans sp. BNC1	0.108	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Phyllobacteriaceae	 Chelativorans	NS	NS
GCF_000014265.1	Trichodesmium erythraeum IMS101	3.532	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Oscillatoriales	 Trichodesmium	0	NS	NS
GCF_000014285.1	Granulibacter bethesdensis CGDNIH1	2.116	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Granulibacter	NS	NS
GCF_000014345.1	Rickettsia canadensis str. McKiel	0.105	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Rickettsieae	NS	NS
GCF_000014385.1	Oenococcus oeni PSU-1	-1.212	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Oenococcus	NS	NS
GCF_000014405.1	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	-1.558	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	NS	NS
GCF_000014425.1	Lactobacillus gasseri ATCC 33323 = JCM 1131	-1.272	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	NS	NS
GCF_000014445.1	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	-1.467	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Leuconostoc	NS	NS
GCF_000014465.1	Lactobacillus brevis ATCC 367	-2.239	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	NS	NS
GCF_000014505.1	Pediococcus pentosaceus ATCC 25745	-1.099	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Pediococcus	NS	NS
GCF_000014525.1	Lactobacillus paracasei ATCC 334	-0.964	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	NS	NS
GCF_000014565.1	Rhodococcus jostii RHA1	1.787	 Bacteria	 Actinobacteria	 Corynebacteriales	 Nocardiaceae	 Rhodococcus	0	NS	NS
GCF_000014585.1	Synechococcus sp. CC9311	2.642	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechococcus	0	NS	NS
GCF_000014665.1	Shewanella sp. MR-7	2.984	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	NS	NS
GCF_000014705.1	Shewanella frigidimarina NCIMB 400	2.332	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	NS	NS
GCF_000014725.1	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	3.204	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Syntrophomonadaceae	 Syntrophomonas	NS	NS
GCF_000014745.1	Maricaulis maris MCS10	0.2	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Hyphomonadaceae	 Maricaulis	NS	NS
GCF_000014765.1	Nitrosomonas eutropha C91	-1.385	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Nitrosomonadales	 Nitrosomonadaceae	 Nitrosomonas	NS	NS
GCF_000014805.1	Aeromonas hydrophila subsp. hydrophila ATCC 7966	3.697	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Aeromonadales	 Aeromonadaceae	 Aeromonas	NS	NS
GCF_000014825.1	Rhodopseudomonas palustris BisA53	2.111	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Rhodopseudomonas	NS	NS
GCF_000014885.1	Shewanella piezotolerans WP3	2.665	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	NS	NS
GCF_000014905.1	Candidatus Solibacter usitatus Ellin6076	1.746	 Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 Candidatus Solibacter	NS	NS
GCF_000014925.1	Paenarthrobacter aurescens TC1	-2.331	 Bacteria	 Actinobacteria	 Micrococcales	 Micrococcaceae	 Paenarthrobacter	0	NS	NS
GCF_000015005.1	Mycobacterium smegmatis str. MC2 155	2.855	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	NS
GCF_000015025.1	Acidothermus cellulolyticus 11B	3.198	 Bacteria	 Actinobacteria	 Acidothermales	 Acidothermaceae	 Acidothermus	0	NS	NS
GCF_000015165.1	Bradyrhizobium sp. BTAi1	1.804	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	NS	NS
GCF_000015185.1	Shewanella sp. W3-18-1	2.467	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	NS	NS
GCF_000015245.1	Shewanella amazonensis SB2B	2.747	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	NS	NS
GCF_000015265.1	Nocardioides sp. JS614	2.385	 Bacteria	 Actinobacteria	 Propionibacteriales	 Nocardioidaceae	 Nocardioides	0	NS	NS
GCF_000015285.1	Psychromonas ingrahamii 37	0.217	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Psychromonadaceae	 Psychromonas	NS	NS
GCF_000015305.1	Mycobacterium vanbaalenii PYR-1	0.247	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	NS
GCF_000015325.1	Acidovorax citrulli AAC00-1	-0.804	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Acidovorax	NS	NS
GCF_000015345.1	Dichelobacter nodosus VCS1703A	-1.395	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cardiobacteriales	 Cardiobacteriaceae	 Dichelobacter	NS	NS
GCF_000015365.1	Marinobacter hydrocarbonoclasticus VT8	0.294	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Alteromonadaceae	 Marinobacter	NS	NS
GCF_000015385.1	Lactobacillus helveticus DPC 4571	-0.898	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	NS	NS
GCF_000015445.1	Bartonella bacilliformis KC583	0.103	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bartonellaceae	 Bartonella	NS	NS
GCF_000015505.1	Polaromonas naphthalenivorans CJ2	2.77	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Polaromonas	NS	NS
GCF_000015545.1	Acidovorax sp. JS42	0.59	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Acidovorax	NS	NS
GCF_000015565.1	Verminephrobacter eiseniae EF01-2	-1.12	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Verminephrobacter	NS	NS
GCF_000015645.1	Prochlorococcus marinus str. AS9601	2.118	 Bacteria	 Cyanobacteria	 Prochlorales	 Prochlorococcaceae	 Prochlorococcus	0	NS	NS
GCF_000015665.1	Prochlorococcus marinus str. MIT 9515	2.006	 Bacteria	 Cyanobacteria	 Prochlorales	 Prochlorococcaceae	 Prochlorococcus	0	NS	NS
GCF_000015705.1	Prochlorococcus marinus str. MIT 9303	2.839	 Bacteria	 Cyanobacteria	 Prochlorales	 Prochlorococcaceae	 Prochlorococcus	0	NS	NS
GCF_000015725.1	Methylibium petroleiphilum PM1	2.073	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Methylibium	0	NS	NS
GCF_000015745.1	Geobacillus thermodenitrificans NG80-2	3.054	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Geobacillus	NS	NS
GCF_000015765.1	Methanocorpusculum labreanum Z	4.358	 Archaea	 Euryarchaeota	 Methanomicrobia	 Methanomicrobiales	 Methanocorpusculaceae	 Methanocorpusculum	NS	NS
GCF_000015785.1	Bacillus velezensis FZB42	2.433	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	NS	NS
GCF_000015845.1	Shewanella baltica OS155	2.204	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	NS	NS
GCF_000015865.1	Ruminiclostridium thermocellum ATCC 27405	2.593	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	NS	NS
GCF_000015885.1	Actinobacillus pleuropneumoniae serovar 5b str. L20	3.982	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Actinobacillus	NS	NS
GCF_000015965.1	Prochlorococcus marinus str. MIT 9301	1.609	 Bacteria	 Cyanobacteria	 Prochlorales	 Prochlorococcaceae	 Prochlorococcus	0	NS	NS
GCF_000015985.1	Rhodobacter sphaeroides ATCC 17029	3.446	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Rhodobacter	NS	NS
GCF_000016065.1	Shewanella loihica PV-4	2.464	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	NS	NS
GCF_000016185.1	Rhodospirillum centenum SW	1.225	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Rhodospirillum	NS	NS
GCF_000016205.1	Burkholderia vietnamiensis G4	0.786	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia,	NS	NS
GCF_000016265.1	Agrobacterium radiobacter K84	-1.84	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	NS
GCF_000016285.1	Agrobacterium vitis S4	-1.788	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	NS
GCF_000016325.1	Enterobacter sp. 638	2.263	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Enterobacter	NS	NS
GCF_000016345.1	Polynucleobacter asymbioticus QLW-P1DMWA-1	1.265	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Polynucleobacter	NS	NS
GCF_000016365.1	Mycobacterium gilvum PYR-GCK	-0.938	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	NS
GCF_000016425.1	Salinispora tropica CNB-440	2.454	 Bacteria	 Actinobacteria	 Micromonosporales	 Micromonosporaceae	 Salinispora	0	NS	NS
GCF_000016545.1	Caldicellulosiruptor saccharolyticus DSM 8903	3.995	 Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacterales Family III. Incertae Sedis	 Caldicellulosiruptor	NS	NS
GCF_000016565.1	Pseudomonas mendocina ymp	-0.407	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000016645.1	Flavobacterium johnsoniae UW101	0.936	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	NS	NS
GCF_000016725.1	Acidiphilium cryptum JF-5	2.602	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Acidiphilium	NS	NS
GCF_000016765.1	Sphingomonas wittichii RW1	-0.305	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	NS	NS
GCF_000016885.1	Psychrobacter sp. PRwf-1	2.753	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae	 Psychrobacter	NS	NS
GCF_000016905.1	Thermosipho melanesiensis BI429	1.149	 Bacteria	 Thermotogae	 Thermotogales	 Fervidobacteriaceae	 Thermosipho	0	NS	NS
GCF_000016965.1	Clostridium beijerinckii NCIMB 8052	3.358	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	NS	NS
GCF_000016985.1	Alkaliphilus metalliredigens QYMF	1.871	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Alkaliphilus	NS	NS
GCF_000017005.1	Streptococcus gordonii str. Challis substr. CH1	-1.177	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	NS
GCF_000017025.1	Clostridium botulinum A str. ATCC 19397	2.089	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	NS	NS
GCF_000017145.1	Sinorhizobium medicae WSM419	0.323	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Sinorhizobium/Ensifer group	NS	NS
GCF_000017205.1	Pseudomonas aeruginosa PA7	1.081	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
